,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,0.3193037966464428,102059.7659574468,279.01176550033244,97006.54122340426,274.3324416140293,1.21866071985123,56.0,28.0,61.0,3.0,51.0,25.0,0.53
Tianjin,0.1808504046815814,102077.95454545454,282.6776086055871,101771.68371212122,272.7276352391099,0.2407684326171875,64.0,30.0,78.0,13.0,68.0,17.0,1.11
Shijiazhuang,-0.9700876871744792,102082.63194444444,282.1168891059028,98071.03472222222,276.7871365017361,-0.0454457600911458,80.0,59.0,102.0,9.0,59.0,8.0,0.82
Tangshan,0.7122853597005209,102069.94444444444,281.31182183159723,100817.53472222222,272.101318359375,-0.145841810438368,52.0,26.0,53.0,18.0,70.0,18.0,0.93
Langfang,0.2394012451171875,102073.45,282.771728515625,101863.1625,273.098291015625,0.3260223388671875,50.0,27.0,50.0,3.0,76.0,20.0,0.57
Baoding,-0.0361621563251201,102077.5625,281.3002366286058,97441.73557692308,275.90149864783655,0.5549022967998798,64.0,46.0,70.0,9.0,51.0,34.0,0.67
Cangzhou,-0.9646514892578124,102080.025,281.789013671875,101960.1125,274.532275390625,-1.1389190673828125,65.0,35.0,80.0,28.0,63.0,28.0,1.0
Hengshui,-0.9042510986328124,102075.3125,282.0406901041667,101789.47916666669,275.1153971354167,-1.4180043538411458,43.0,30.0,38.0,5.0,33.0,63.0,0.75
Xingtai,-0.8534772468335701,102094.24242424245,282.3353382457386,99504.65340909093,276.3447635535038,-0.9381200617009944,42.0,19.0,42.0,12.0,52.0,32.0,0.5
Handan,-0.6588055840853987,102114.1724137931,281.49685984644395,98802.94181034484,277.76290577855605,-1.1583762333310883,47.0,16.0,47.0,19.0,42.0,42.0,0.75
Taiyuan,-1.2845903479534646,101953.1195652174,279.42995287024456,87889.04076086957,277.20209536345106,-0.0511388364045516,42.0,25.0,42.0,20.0,51.0,8.0,0.86
Yangquan,-1.3966129847935267,102065.94642857143,278.97994559151783,90688.70535714286,277.120361328125,-0.1363939557756696,48.0,24.0,48.0,12.0,22.0,10.0,1.82
Changzhi,-1.190181623186384,102043.20714285714,279.5827357700893,89485.84821428571,278.3189383370536,-0.0723454066685267,25.0,16.0,25.0,26.0,31.0,41.0,1.52
Jincheng,-0.773678323496943,102044.92391304349,280.4719875169837,91433.30163043478,279.6198093580163,0.4881784190302309,15.0,4.0,15.0,16.0,29.0,16.0,1.14
Jinan,-0.6814924670803931,102030.07258064517,282.3368904359879,100250.75604838708,279.9206070438508,-1.9692240068989413,54.0,30.0,57.0,15.0,44.0,22.0,0.93
Zibo,-0.3055369059244792,102003.46428571428,282.5822521391369,99802.80059523808,280.0339122953869,-2.288574945359003,48.0,24.0,48.0,21.0,40.0,28.0,1.04
Jining,-0.7647552490234375,101956.2578125,283.10284423828125,101015.40625,282.796875,-2.9842681884765625,36.0,25.0,28.0,12.0,39.0,18.0,0.85
Dezhou,-0.5102269099308894,102058.4903846154,282.66224083533655,101733.29326923077,277.2334172175481,-1.642382108248197,52.0,23.0,54.0,18.0,46.0,37.0,1.17
Liaocheng,-0.4677186188874421,102061.04629629628,282.53787796585647,101565.89583333331,279.26623083043984,-1.8981204562717011,53.0,29.0,55.0,17.0,27.0,32.0,1.1
Binzhou,-0.4780991165726273,102042.74074074074,283.04634150752315,101795.89583333331,278.10462782118054,-2.2863221345124423,41.0,18.0,41.0,19.0,32.0,34.0,0.83
Heze,-0.812639178651752,101981.15151515152,282.41719193892044,101364.74431818182,282.3545883641099,-3.5662568988222065,43.0,30.0,37.0,13.0,34.0,32.0,1.2
Zhengzhou,-1.1064809163411458,102090.875,281.5568033854167,99757.5625,280.466552734375,-2.2548370361328125,56.0,40.0,35.0,12.0,52.0,23.0,1.29
Kaifeng,-1.1698877243768602,102013.64285714286,281.9811546688988,101182.03869047618,281.6639346168155,-3.646601359049479,31.0,22.0,23.0,9.0,24.0,46.0,1.0
Anyang,-0.4821956468665082,102116.8695652174,281.47580884850544,99695.86684782608,279.2994968580163,-2.234350453252378,55.0,35.0,59.0,31.0,66.0,7.0,1.3
Hebi,-0.6791263156467013,102129.58333333331,281.7757975260417,100152.45138888888,279.3296712239583,-2.63075934516059,50.0,26.0,50.0,24.0,54.0,16.0,1.7
Xinxiang,-1.296185580166903,102089.32954545454,281.71823952414775,99666.88068181818,280.42353959517044,-2.6057780872691763,54.0,38.0,50.0,14.0,58.0,6.0,1.3
Jiaozuo,-0.5920603434244792,102115.4,281.8010579427083,98472.5625,280.740478515625,0.2204559326171875,26.0,18.0,22.0,11.0,42.0,19.0,1.33
Puyang,-0.6025204128689237,102061.61111111112,281.96546766493054,101447.0625,280.88511827256946,-2.6737823486328125,26.0,17.0,26.0,9.0,37.0,37.0,1.03
