,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,-0.1675716968292885,102203.2074468085,283.6737294298537,97177.12632978724,278.7822837017952,-0.4421094529172207,166.0,126.0,128.0,4.0,64.0,22.0,1.15
Tianjin,1.527436689897017,102209.35606060606,286.9281708688447,101904.48674242424,280.4190414891099,1.334201697147254,141.0,108.0,125.0,21.0,80.0,41.0,1.22
Shijiazhuang,0.5356190999348959,102155.0,284.872802734375,98199.70138888888,279.0644802517361,0.6358066134982638,173.0,131.0,245.0,23.0,103.0,6.0,1.99
Tangshan,1.7544504801432292,102204.25694444444,287.1445583767361,100957.11805555556,281.3902180989583,0.1076219346788194,134.0,102.0,189.0,35.0,93.0,37.0,1.25
Langfang,0.8835845947265625,102197.075,286.331591796875,101986.7125,279.968310546875,1.360491943359375,205.0,155.0,250.0,12.0,94.0,3.0,1.85
Baoding,0.3166750394381009,102161.79326923077,284.1148024338942,97582.9278846154,279.3975548377404,0.226146991436298,181.0,137.0,230.0,23.0,87.0,7.0,1.4
Cangzhou,1.6490631103515625,102218.4375,287.619482421875,102099.4875,280.159228515625,2.773602294921875,133.0,101.0,153.0,37.0,66.0,45.0,0.93
Hengshui,1.2036285400390625,102206.28125,287.1708984375,101923.10416666669,279.5957845052083,3.5731709798177085,105.0,79.0,128.0,23.0,45.0,56.0,1.0
Xingtai,0.4987020781545928,102185.15909090907,285.94823478929925,99641.72916666669,278.7889515269886,2.5758565266927085,134.0,88.0,217.0,30.0,78.0,12.0,1.75
Handan,0.3808451685412177,102209.16379310343,285.8048811287716,98960.09698275862,278.86844187769395,2.2773090231007544,93.0,64.0,135.0,17.0,51.0,40.0,0.7
Taiyuan,0.3767295505689538,102240.68478260867,279.9482528023098,88222.23641304347,275.3331245754076,0.6693234650985055,114.0,86.0,173.0,15.0,72.0,6.0,1.46
Yangquan,1.060335431780134,102182.03571428572,281.86136300223217,90939.20535714286,276.96829659598217,0.5392586844308036,110.0,83.0,156.0,24.0,55.0,18.0,1.92
Changzhi,0.4538622174944196,102258.32142857143,281.51239536830354,89821.00535714286,274.06598074776787,0.3673836844308035,89.0,66.0,118.0,13.0,65.0,46.0,1.1
Jincheng,-0.2916213325832201,102235.58695652174,283.1235245414402,91762.01902173914,274.1588718580163,0.1313224460767663,105.0,79.0,151.0,28.0,72.0,55.0,1.8
Jinan,-0.0688678372290826,102303.4758064516,287.0508206275202,100547.38508064517,280.8773232736895,2.355048394972278,91.0,65.0,132.0,15.0,58.0,74.0,0.68
Zibo,0.4272904168991815,102308.78571428572,287.3685709635417,100136.39583333331,281.156494140625,1.8390168689546127,106.0,80.0,150.0,57.0,74.0,60.0,1.93
Jining,-1.6241912841796875,102313.6796875,286.838134765625,101383.0625,281.4949951171875,1.87823486328125,61.0,44.0,69.0,28.0,40.0,81.0,0.7
Dezhou,0.8355865478515625,102256.69230769233,287.7568171574519,101935.4471153846,280.3749436598558,3.2776043231670675,105.0,79.0,142.0,37.0,55.0,59.0,0.8
Liaocheng,-0.3637407090928819,102265.58333333331,287.129711009838,101777.50694444444,280.37618453414353,3.570901376229745,96.0,72.0,136.0,34.0,47.0,70.0,0.8
Binzhou,0.9342193603515624,102265.10185185184,288.39482964409723,102021.61805555556,281.42494032118054,1.9994676378038196,123.0,93.0,138.0,41.0,85.0,50.0,1.8
Heze,-1.6550621263908618,102263.25,287.5799819483901,101658.36553030302,280.99610114820075,1.83186386570786,91.0,68.0,128.0,20.0,54.0,48.0,0.9
Zhengzhou,-1.0203704833984375,102210.51041666669,287.0138346354167,99934.10416666669,280.4654134114583,0.1640726725260416,79.0,58.0,98.0,16.0,72.0,28.0,0.78
Kaifeng,-1.818756830124628,102223.21428571428,288.0340285528274,101410.20535714286,280.8990536644345,1.1686299641927085,184.0,139.0,106.0,21.0,56.0,46.0,1.17
Anyang,-0.098941305409307,102225.41304347826,287.0057426120924,99857.32336956522,279.4991402004076,2.1700452721637227,111.0,84.0,134.0,25.0,66.0,24.0,1.33
Hebi,-0.0729420979817708,102225.08333333331,287.5986056857639,100292.28472222222,279.9898274739583,1.9951273600260415,81.0,53.0,112.0,17.0,61.0,35.0,1.03
Xinxiang,-0.8472525856711648,102228.28409090907,287.4214533025568,99854.33522727272,279.6112171519886,1.1158807927911931,88.0,65.0,124.0,26.0,85.0,22.0,0.97
Jiaozuo,-0.8843353271484375,102213.05,286.5887532552084,98647.12916666668,277.88787434895835,-0.1913309733072916,122.0,90.0,194.0,28.0,87.0,12.0,1.2
Puyang,-0.8450775146484375,102257.34722222222,287.485107421875,101654.95138888888,280.443603515625,2.92915513780382,89.0,66.0,104.0,20.0,53.0,52.0,1.03
