,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,0.9675555939370012,99812.81914893616,300.98585542719417,95031.1569148936,288.834405127992,0.3828712625706449,72.0,45.0,94.0,4.0,31.0,177.0,0.7
Tianjin,-1.4190863407019414,99735.61363636365,303.36797910748106,99447.10984848483,289.4268391927083,3.702116532759233,90.0,36.0,76.0,7.0,23.0,192.0,0.8
Shijiazhuang,-0.2241363525390625,99772.65972222222,302.73418511284723,95986.15277777778,287.4215766059028,0.5043453640407987,66.0,39.0,75.0,12.0,29.0,173.0,0.61
Tangshan,-0.8496517605251737,99795.35416666669,301.32207573784723,98611.65277777778,289.3413899739583,3.814865112304688,60.0,43.0,52.0,13.0,33.0,126.0,0.8
Langfang,-0.3907867431640625,99689.675,304.870361328125,99491.875,287.190966796875,2.6366424560546875,79.0,45.0,107.0,5.0,50.0,170.0,0.8
Baoding,0.2354302039513221,99817.19230769233,301.2188063401442,95424.35576923077,286.96561373197113,0.9107184776893028,69.0,35.0,70.0,8.0,25.0,175.0,0.32
Cangzhou,-1.0110748291015623,99735.95625,303.8560546875,99623.575,287.785302734375,2.471627807617188,65.0,31.0,79.0,13.0,24.0,161.0,0.6
Hengshui,-1.1096343994140625,99705.39583333331,304.647216796875,99437.79166666669,287.6526692708333,2.708094278971354,61.0,35.0,61.0,8.0,19.0,169.0,0.43
Xingtai,-0.8600191058534564,99730.8106060606,303.96646395596593,97301.6856060606,287.7295735677083,2.9018975460168086,90.0,37.0,66.0,10.0,22.0,192.0,0.63
Handan,0.3224439949824892,99787.62068965516,302.9579657192888,96680.07327586209,288.51437062230605,2.9222196381667565,94.0,38.0,70.0,3.0,14.0,195.0,0.38
Taiyuan,1.1283920951511548,100259.05434782608,293.26601774796194,86742.40760869565,288.3358631963315,-1.3621049963909646,74.0,54.0,89.0,7.0,23.0,137.0,0.96
Yangquan,0.7350921630859375,100047.85714285714,296.81741768973217,89253.19642857143,288.2245047433036,-1.5652269635881697,70.0,49.0,82.0,15.0,33.0,176.0,1.03
Changzhi,1.464919172014509,100137.39285714286,295.1946498325893,88182.25357142858,287.4301688058036,0.1610704694475446,55.0,33.0,57.0,8.0,16.0,164.0,0.9
Jincheng,0.9787232772163724,100134.65217391304,296.25531801970106,90045.36413043478,287.5438285495924,-0.128451803456182,45.0,17.0,44.0,8.0,21.0,143.0,0.5
Jinan,0.3966660038117439,99839.66129032258,303.483406313004,98175.0120967742,288.34463993195567,1.6058177332724295,68.0,44.0,86.0,13.0,26.0,172.0,0.72
Zibo,-0.620423089890253,99872.19047619047,302.8313685825893,97806.81547619047,288.0856003534226,1.0389629545665922,69.0,42.0,87.0,16.0,33.0,168.0,0.88
Jining,-0.6380157470703125,99861.1328125,303.664794921875,98978.8125,290.5374755859375,2.2984771728515625,68.0,34.0,65.0,12.0,16.0,174.0,0.5
Dezhou,-0.1679652287409855,99767.43269230767,304.32840670072113,99463.43269230767,288.0642841045673,2.013745821439303,84.0,34.0,77.0,5.0,14.0,187.0,0.53
Liaocheng,-0.3136636239510995,99761.64814814816,304.66428855613424,99299.77314814816,289.1631673177083,2.4382736771195024,74.0,38.0,89.0,22.0,19.0,179.0,0.7
Binzhou,-1.8620938901548032,99805.75,304.0000813802083,99574.92129629628,288.2108380353009,1.1182866979528356,49.0,25.0,49.0,12.0,25.0,136.0,0.8
Heze,-0.2120846835049716,99812.00757575755,304.4016557173296,99237.86742424245,290.6365929805871,1.8658239191228692,69.0,35.0,88.0,7.0,27.0,126.0,0.63
Zhengzhou,1.0439707438151042,99900.90625,301.9115397135417,97720.0,289.7345377604167,-0.4511260986328125,76.0,44.0,102.0,7.0,53.0,127.0,0.92
Kaifeng,-0.3155960809616815,99825.84523809524,303.7308291480655,99052.48214285714,291.65228562127976,0.5105496361142113,66.0,34.0,82.0,3.0,20.0,149.0,0.75
Anyang,0.8292242962381114,99802.93478260867,302.9149647588315,97538.36413043478,289.64106020720106,1.981517625891644,112.0,35.0,86.0,6.0,18.0,223.0,0.63
Hebi,1.3653004964192708,99794.72222222222,303.27916124131946,97950.51388888888,288.929443359375,1.6777123345269098,103.0,36.0,69.0,7.0,18.0,206.0,0.3
Xinxiang,1.412782148881392,99844.17045454546,303.24380770596593,97570.80681818182,288.19284889914775,0.2930256236683238,55.0,34.0,59.0,13.0,24.0,132.0,0.63
Jiaozuo,1.4290374755859374,99933.7,300.787060546875,96511.89166666666,287.6799641927083,0.0695526123046875,45.0,27.0,45.0,7.0,33.0,106.0,0.27
Puyang,-0.1230892605251736,99770.26388888888,304.0878634982639,99198.56944444444,290.42510308159723,2.147547403971354,58.0,22.0,65.0,5.0,23.0,154.0,0.6
