,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,1.789486824197972,103792.58377659574,271.8179957613032,98377.51861702128,253.87718622735207,-2.7758815034906914,32.0,8.0,32.0,6.0,16.0,54.0,0.39
Tianjin,1.734547470555161,103722.93371212122,275.0686996922349,103395.20075757576,255.4387216279001,-4.67221161813447,37.0,11.0,37.0,6.0,21.0,51.0,0.37
Shijiazhuang,-1.0227101643880208,103786.15972222222,273.61631944444446,99567.40277777778,256.71837361653644,0.2963731553819444,126.0,96.0,157.0,29.0,57.0,29.0,1.41
Tangshan,1.4442223442925348,103653.41666666669,273.36387803819446,102308.48611111112,255.4723883734809,-3.9884847005208335,54.0,31.0,57.0,12.0,24.0,50.0,0.45
Langfang,0.1807891845703125,103761.6875,275.75322265625,103537.125,254.9566223144531,-4.1171142578125,45.0,15.0,45.0,7.0,23.0,49.0,0.6
Baoding,-0.1540140005258413,103783.46153846152,273.31689453125,98881.64423076923,255.2753272423377,-0.5495135967548077,173.0,131.0,207.0,128.0,84.0,11.0,2.37
Cangzhou,-1.2755340576171874,103745.5375,276.01787109375,103618.45,256.5215637207031,-4.1800048828125,59.0,39.0,67.0,19.0,33.0,47.0,0.7
Hengshui,-3.089197794596354,103771.77083333331,276.02978515625,103469.33333333331,256.57506306966144,-1.8277180989583333,79.0,51.0,108.0,15.0,39.0,41.0,1.1
Xingtai,-2.1862030029296875,103798.74431818182,274.3994880445076,101084.44318181818,257.9748840332031,-0.6817405007102273,148.0,113.0,176.0,33.0,53.0,30.0,1.88
Handan,-2.319453272326239,103784.57112068964,274.35006398168105,100323.34913793104,259.3436879125135,-1.4970324286099137,140.0,107.0,184.0,41.0,63.0,25.0,1.87
Taiyuan,-0.0320759648862092,103704.60597826086,269.4122155230978,88871.19021739131,253.78186433211616,-0.7150825832201086,121.0,78.0,192.0,56.0,73.0,11.0,1.96
Yangquan,0.226255144391741,103719.91964285714,271.3242885044643,91769.55357142857,255.0726797921317,-0.5265938895089286,88.0,65.0,126.0,70.0,51.0,32.0,1.2
Changzhi,-1.4781672886439732,103626.8125,271.71831752232146,90525.68214285714,254.39910278320312,-0.2461809430803571,106.0,80.0,131.0,55.0,54.0,21.0,2.56
Jincheng,-1.0116530708644702,103576.37771739133,273.5205715013587,92559.88586956522,255.89879707668132,0.0330916694972826,90.0,67.0,98.0,58.0,55.0,24.0,3.44
Jinan,-1.2665961480909778,103695.03024193548,275.206794984879,101825.91532258064,261.46448836788056,-2.7796630859375,184.0,139.0,261.0,27.0,69.0,32.0,1.35
Zibo,0.2847326369512649,103660.36011904762,274.82159133184524,101345.29166666669,262.56872703915553,-3.0224086216517856,161.0,123.0,201.0,53.0,65.0,29.0,1.56
Jining,-0.3937530517578125,103648.75,275.87652587890625,102659.46875,266.2899475097656,-1.686676025390625,220.0,170.0,161.0,23.0,68.0,18.0,1.2
Dezhou,-2.1893580510066104,103739.3125,275.85265174278845,103396.16346153848,257.91463763897235,-2.9578857421875,65.0,32.0,80.0,14.0,34.0,55.0,0.53
Liaocheng,-2.8073690908926503,103736.18287037036,275.7871997974537,103215.47685185184,261.6257810239439,-2.313698097511574,190.0,143.0,238.0,31.0,63.0,32.0,1.6
Binzhou,0.1329159206814236,103684.93287037036,275.91776982060185,103424.29166666669,261.2596785933883,-4.363213433159722,159.0,121.0,124.0,23.0,50.0,34.0,1.5
Heze,-0.961238514293324,103657.19886363635,275.8699544270833,103011.6856060606,266.13859141956675,-2.008918531013258,173.0,131.0,212.0,23.0,50.0,27.0,1.17
Zhengzhou,-1.5433807373046875,103660.9375,276.0469563802083,101246.08333333331,262.2322082519531,-2.3024088541666665,131.0,100.0,136.0,45.0,61.0,25.0,1.97
Kaifeng,-1.2512606666201638,103643.34821428572,275.9626813616072,102776.48214285714,264.80235799153644,-2.7425072079613093,126.0,96.0,159.0,22.0,49.0,26.0,1.43
Anyang,-1.825299470320992,103751.00815217392,274.98337720788044,101227.71195652174,261.11865101689875,-3.1805207625679346,209.0,159.0,219.0,53.0,75.0,17.0,2.97
Hebi,-1.836485120985243,103744.89583333331,275.55224609375,101684.625,260.5977138943142,-4.174736870659722,95.0,71.0,133.0,48.0,63.0,26.0,2.33
Xinxiang,-2.103727860884233,103679.26704545454,275.76735617897725,101164.03409090907,261.12101329456675,-3.104281338778409,101.0,72.0,152.0,39.0,64.0,18.0,1.88
Jiaozuo,-1.246814982096354,103661.3125,275.66474609375,99889.425,260.37071736653644,-0.0444417317708333,98.0,62.0,145.0,32.0,62.0,11.0,1.93
Puyang,-2.049158732096354,103719.21527777778,275.6169162326389,103075.40277777778,264.07861667209204,-2.7060411241319446,228.0,178.0,193.0,23.0,53.0,28.0,1.75
