,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,-0.0932464599609375,102153.64361702128,277.6519333859707,97048.17021276597,264.0574736899518,0.8562956465051529,67.0,30.0,83.0,5.0,44.0,39.0,0.51
Tianjin,-0.3044207023851799,102221.14393939394,280.0891261245265,101908.81818181818,265.7027819084399,2.8144369414358428,41.0,21.0,41.0,11.0,41.0,44.0,0.51
Shijiazhuang,0.2013770209418403,102064.13888888888,279.8521321614583,98060.30555555556,265.6004943847656,0.6530032687717013,81.0,55.0,112.0,20.0,52.0,49.0,0.6
Tangshan,-1.353391859266493,102327.53472222222,277.31312391493054,101042.22222222222,268.3540208604601,1.1904110378689237,64.0,29.0,78.0,51.0,70.0,8.0,1.5
Langfang,-0.6819671630859375,102176.8125,280.143505859375,101962.25,263.4409240722656,2.7640655517578123,54.0,25.0,57.0,14.0,27.0,59.0,0.6
Baoding,0.475958017202524,102102.03846153848,279.12479341947113,97452.69230769233,263.91566115159253,0.8361734243539664,63.0,32.0,76.0,14.0,35.0,59.0,0.38
Cangzhou,-1.5225677490234375,102178.4125,280.82109375,102056.675,263.4816467285156,3.1452178955078125,42.0,24.0,42.0,27.0,25.0,58.0,0.6
Hengshui,-2.186426798502604,102110.44791666669,281.6873372395833,101823.16666666669,265.5593973795573,1.8776804606119792,63.0,38.0,75.0,16.0,63.0,43.0,0.5
Xingtai,-0.4267869429154829,102053.22727272728,281.0159727154356,99486.75757575755,266.8414537834399,1.07393623120857,93.0,68.0,135.0,26.0,75.0,37.0,0.78
Handan,-0.1552413414264547,102040.18965517242,281.6572854929957,98766.3448275862,267.6212547565329,0.6783284154431574,94.0,70.0,129.0,20.0,45.0,64.0,0.63
Taiyuan,-0.8375144626783289,101935.09782608696,277.5741444463315,87893.82608695653,262.6130410899287,-0.3045209801715353,78.0,42.0,106.0,15.0,60.0,40.0,0.77
Yangquan,0.5726296561104911,102063.92857142857,276.084716796875,90693.28571428572,264.4019034249442,-0.1048169817243303,67.0,47.0,83.0,18.0,80.0,30.0,0.78
Changzhi,-0.6112152099609375,101977.64285714286,279.5796107700893,89504.85714285714,263.7468532017299,1.1317064557756698,66.0,31.0,82.0,12.0,41.0,78.0,1.06
Jincheng,-1.8539886474609373,101936.51086956522,282.01155952785325,91434.08695652174,264.6130410899287,0.9433135986328124,100.0,43.0,149.0,17.0,60.0,55.0,1.04
Jinan,-2.39166505875126,102177.55645161292,280.42377299647177,100394.87096774194,264.7345512144027,1.671451199439264,90.0,44.0,129.0,18.0,68.0,39.0,0.68
Zibo,-2.279165358770461,102264.52380952382,279.52300734747024,100047.0,262.5477832612537,2.108259655180432,57.0,22.0,64.0,22.0,40.0,48.0,0.54
Jining,-4.053482055664063,102118.671875,283.30328369140625,101176.9375,270.7676696777344,1.0175323486328125,96.0,72.0,140.0,32.0,101.0,13.0,0.85
Dezhou,-2.273384681114784,102147.71153846152,280.88880333533655,101822.03846153848,264.512941800631,1.370672372671274,55.0,21.0,60.0,27.0,34.0,50.0,0.83
Liaocheng,-2.284905892831308,102064.4074074074,282.33619972511576,101573.85185185184,269.54839296694155,1.3618972213179976,93.0,65.0,135.0,24.0,80.0,30.0,1.1
Binzhou,-2.107352362738715,102229.87037037036,280.2587981047454,101981.14814814816,262.8060607910156,2.906240392614294,51.0,14.0,52.0,30.0,43.0,34.0,1.3
Heze,-2.973070086854877,102016.78787878789,284.9482051964962,101411.36363636365,272.16975634025806,1.1486876516631157,106.0,68.0,161.0,57.0,55.0,53.0,1.43
Zhengzhou,-1.5694020589192708,101881.33333333331,286.3201497395833,99610.41666666669,273.5860087076823,0.5893910725911459,97.0,55.0,144.0,12.0,103.0,9.0,0.73
Kaifeng,-2.127565656389509,101931.86904761904,286.4620884486607,101119.95238095238,274.8161054338728,1.2772979736328125,83.0,57.0,116.0,22.0,30.0,82.0,0.9
Anyang,-0.7565871528957201,102009.40217391304,283.77463697350544,99628.34782608696,268.58501799210256,0.5458526611328125,86.0,64.0,92.0,17.0,72.0,36.0,0.67
Hebi,-0.4070485432942708,102003.94444444444,284.314208984375,100062.44444444444,268.1029357910156,-0.4900631374782986,131.0,54.0,212.0,14.0,86.0,5.0,0.73
Xinxiang,-1.5441519997336648,101966.125,284.9077814275568,99585.27272727272,268.34592229669744,-0.4302659468217329,84.0,48.0,117.0,27.0,92.0,26.0,0.72
Jiaozuo,-2.148259480794271,101921.45,285.6936360677083,98346.4,266.1981180826823,-1.1863087972005208,87.0,44.0,124.0,20.0,29.0,87.0,0.95
Puyang,-2.41361321343316,102019.97222222222,284.1397298177083,101415.38888888888,270.3865729437934,1.3817901611328125,98.0,73.0,124.0,43.0,62.0,45.0,0.83
