,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,-0.9660806858793218,101983.0625,280.9695551446144,96907.48670212766,270.8685685827377,0.4461608237408577,164.0,125.0,208.0,11.0,82.0,30.0,1.59
Tianjin,-3.449099454012784,102031.20643939394,283.1503092447917,101722.82196969698,276.3381874778054,1.5202391653349905,148.0,113.0,113.0,16.0,58.0,17.0,2.05
Shijiazhuang,-1.1990797254774306,101901.39583333331,285.0697970920139,97928.15277777778,277.46427747938367,0.9265730116102432,309.0,259.0,363.0,47.0,107.0,28.0,2.92
Tangshan,-3.1379903157552085,102112.4375,281.1924641927083,100843.90277777778,274.91344197591144,1.001985337999132,105.0,79.0,107.0,21.0,51.0,10.0,1.27
Langfang,-2.591424560546875,101976.35,283.506494140625,101765.075,274.17258911132814,0.6569061279296875,59.0,33.0,68.0,5.0,50.0,35.0,1.1
Baoding,-1.1062645545372596,101914.39903846152,283.708740234375,97305.08653846152,275.0691786545973,0.6677797757662259,245.0,195.0,254.0,35.0,104.0,20.0,2.55
Cangzhou,-3.680780029296875,101967.61875,283.6859375,101847.85,277.5562316894531,0.1219940185546875,118.0,89.0,122.0,25.0,56.0,27.0,1.63
Hengshui,-2.307993570963541,101917.44791666669,284.3611653645833,101634.08333333331,277.86632283528644,-0.6404978434244791,145.0,111.0,187.0,32.0,93.0,28.0,2.5
Xingtai,-1.7004015373461174,101928.85037878789,284.6207164417614,99368.21590909093,280.2721363414417,-0.1859043005741003,232.0,182.0,257.0,32.0,111.0,21.0,1.98
Handan,-1.2962383401804958,101923.3125,284.97219322467674,98655.98706896552,281.2428578343885,-0.7916812239022091,264.0,214.0,380.0,62.0,123.0,5.0,2.88
Taiyuan,0.1852377186650815,101929.29076086955,280.76557192595106,87887.38586956522,266.14324553116506,-1.0183549963909646,62.0,31.0,73.0,34.0,53.0,31.0,1.01
Yangquan,0.4717799595424107,101903.70535714286,281.96885463169644,90625.33928571428,268.5773184640067,-0.9766387939453124,52.0,26.0,53.0,29.0,36.0,74.0,0.82
Changzhi,-1.0501926967075892,101804.0625,282.414501953125,89421.21071428571,274.45340663364954,-0.961250959123884,94.0,70.0,120.0,86.0,59.0,45.0,1.58
Jincheng,-0.394797947095788,101743.96467391304,284.6644340183424,91329.29891304349,277.95243371051293,-0.0779253088909646,145.0,111.0,145.0,50.0,64.0,31.0,1.82
Jinan,-2.1724745227444555,101893.44153225806,284.53826707409274,100130.28629032258,281.3070806687878,-2.30792974656628,179.0,135.0,172.0,28.0,92.0,8.0,2.37
Zibo,-2.9897853306361606,101922.57440476192,283.8631068638393,99732.31547619047,281.8306201753162,-2.880493890671503,161.0,123.0,165.0,43.0,61.0,15.0,2.36
Jining,-0.968292236328125,101770.8515625,286.4263916015625,100843.875,283.5516662597656,-2.7735137939453125,118.0,89.0,113.0,19.0,67.0,4.0,1.7
Dezhou,-2.5756155160757213,101921.65865384616,284.59647310697113,101599.27884615384,279.1637925368089,-1.315130380483774,180.0,136.0,194.0,29.0,81.0,28.0,2.0
Liaocheng,-1.2669689037181713,101879.60879629628,286.10032371238424,101392.08796296296,281.25766217267073,-1.97242510760272,254.0,204.0,280.0,24.0,62.0,10.0,3.1
Binzhou,-4.544348822699653,101987.1550925926,283.60524269386576,101740.93981481482,281.28768242730035,-1.5991250497323497,63.0,44.0,75.0,14.0,36.0,28.0,1.27
Heze,-1.01899765477036,101782.7821969697,287.0161946614583,101178.73106060606,282.9346600156842,-3.1120110714074336,237.0,187.0,243.0,16.0,70.0,8.0,2.9
Zhengzhou,-2.324595133463541,101776.39583333331,287.4283040364583,99510.16666666669,282.8820292154948,-2.142491658528646,244.0,194.0,229.0,18.0,66.0,33.0,2.0
Kaifeng,-1.5987883068266369,101775.58630952382,287.802001953125,100964.26785714286,283.0001700265067,-3.2664685930524557,265.0,215.0,236.0,26.0,79.0,16.0,2.95
Anyang,-1.217530623726223,101894.25815217392,286.34896187160325,99511.51630434782,281.9070872431216,-2.1233142355213994,406.0,325.0,506.0,55.0,120.0,9.0,4.55
Hebi,-1.5339321560329862,101890.3125,286.83086480034723,99947.56944444444,282.0224914550781,-2.686653984917535,447.0,359.0,547.0,73.0,102.0,8.0,6.65
Xinxiang,-2.0295770818536933,101833.75568181818,287.0701127485796,99454.89772727272,282.3252258300781,-2.4594157825816763,333.0,283.0,390.0,37.0,122.0,5.0,5.18
Jiaozuo,-2.2699564615885417,101779.17916666668,287.0495279947917,98222.525,282.6239237467448,0.2630421956380208,274.0,224.0,299.0,26.0,73.0,22.0,2.27
Puyang,-0.995574951171875,101855.90972222222,287.1216634114583,101253.29166666669,282.33748711480035,-2.741124471028646,252.0,202.0,256.0,20.0,89.0,11.0,3.07
