,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,0.6119290615649934,102331.14228723403,277.8229253241356,97207.79787234042,262.29743860123006,1.731000210376496,62.0,30.0,74.0,4.0,42.0,62.0,0.51
Tianjin,1.7821770870324336,102418.72159090907,280.5694321141099,102108.13636363635,263.20646528764206,2.326384110884233,64.0,37.0,78.0,9.0,67.0,45.0,0.61
Shijiazhuang,-0.4349551730685764,102386.95833333331,279.64141167534723,98333.75,261.7300211588542,1.7561086018880208,67.0,30.0,83.0,11.0,31.0,76.0,0.53
Tangshan,2.771886189778646,102404.625,278.5664333767361,101131.19444444444,264.95354546440973,1.8742455376519096,64.0,39.0,78.0,12.0,75.0,23.0,0.72
Langfang,1.1850372314453126,102404.0,280.656005859375,102191.15,261.9937255859375,2.535226440429688,59.0,36.0,68.0,6.0,39.0,75.0,0.65
Baoding,0.9768829345703124,102392.92307692308,278.13023963341345,97697.59615384616,262.4934551532452,1.6942596435546875,66.0,37.0,81.0,9.0,35.0,80.0,0.52
Cangzhou,0.7940460205078125,102486.0375,280.52001953125,102364.9,263.6521728515625,2.6484832763671875,54.0,36.0,58.0,18.0,33.0,77.0,0.5
Hengshui,-0.1065724690755208,102477.35416666669,280.752197265625,102188.70833333331,262.6617431640625,2.703577677408854,54.0,25.0,58.0,8.0,30.0,78.0,0.55
Xingtai,0.0433039809718276,102446.66098484848,280.0003625118371,99835.65151515152,262.4234989050663,2.756663466944839,70.0,29.0,90.0,6.0,35.0,69.0,0.47
Handan,-0.1422408531452047,102467.58836206896,280.10349036907326,99135.56896551725,263.06456677667023,2.5512353305158944,64.0,29.0,77.0,6.0,22.0,82.0,0.45
Taiyuan,-1.275898145592731,102101.12771739133,275.9154105808424,87977.02173913043,261.6192308508831,1.308697907820992,96.0,72.0,141.0,25.0,83.0,37.0,1.24
Yangquan,-1.2645372663225447,102276.84821428572,276.26266043526783,90829.92857142857,262.89133998325894,0.095731462751116,59.0,31.0,68.0,15.0,24.0,79.0,0.83
Changzhi,0.0625274658203125,102364.04107142855,276.4914271763393,89680.52857142857,263.6481201171875,2.410672869001116,68.0,46.0,85.0,15.0,30.0,92.0,0.6
Jincheng,-0.907267031462296,102514.35597826086,277.5263990319294,91732.58695652174,264.0230182150136,1.7590630572775137,61.0,19.0,71.0,12.0,22.0,94.0,0.5
Jinan,0.1650602279170867,102591.46572580644,280.0151760962702,100796.01612903226,265.82608130670366,2.0896178214780745,69.0,39.0,88.0,18.0,65.0,55.0,0.74
Zibo,0.0188053676060267,102603.94345238096,281.3172084263393,100380.30952380953,264.13636416480654,1.6149139404296875,69.0,41.0,88.0,29.0,54.0,58.0,0.88
Jining,-0.5554351806640625,102603.859375,281.14404296875,101653.65625,267.12384033203125,1.8397979736328125,56.0,23.0,62.0,11.0,46.0,60.0,0.55
Dezhou,0.2615884634164663,102549.9375,280.0332970252404,102221.65384615384,264.98770845853363,2.341551560621995,69.0,37.0,88.0,14.0,41.0,72.0,0.73
Liaocheng,-0.2305642587167245,102550.91435185184,280.4877296730324,102052.68518518518,265.2130217375579,2.376596521448206,64.0,28.0,78.0,7.0,45.0,77.0,0.55
Binzhou,0.8635112621166088,102568.22916666669,280.6390606915509,102318.98148148147,265.0172752097801,2.142691718207465,51.0,29.0,52.0,10.0,36.0,82.0,0.7
Heze,-0.8470842766039299,102584.3125,280.2205921519886,101966.01515151517,267.0844837535511,2.204550540808476,61.0,26.0,72.0,7.0,44.0,65.0,0.67
Zhengzhou,-0.9555714925130208,102537.78125,281.9676106770833,100201.5,266.2799072265625,1.5892791748046875,58.0,33.0,65.0,8.0,36.0,74.0,0.52
Kaifeng,-0.5937783377511161,102576.25297619047,281.2613118489583,101743.59523809524,266.9940650576637,1.9544786725725447,61.0,38.0,72.0,8.0,31.0,86.0,0.67
Anyang,0.2420196533203125,102508.91032608696,280.5283521569294,100076.80434782608,263.96951957370925,2.422998179560122,51.0,29.0,52.0,7.0,26.0,80.0,0.63
Hebi,0.4929962158203125,102515.75694444444,281.00718858506946,100532.5,263.7560628255208,2.438481648763021,51.0,21.0,51.0,7.0,16.0,78.0,0.27
Xinxiang,0.0750718550248579,102546.96022727272,280.88376686789775,100105.68181818182,265.5661066228693,1.93695761940696,54.0,31.0,58.0,10.0,33.0,73.0,0.7
Jiaozuo,-1.426990763346354,102518.74583333332,281.35675455729165,98851.96666666666,265.4192138671875,0.5955780029296875,63.0,31.0,76.0,6.0,33.0,66.0,0.5
Puyang,-0.1781192355685764,102551.78472222222,280.658447265625,101936.11111111112,265.287095811632,2.2464786105685763,60.0,36.0,69.0,7.0,28.0,87.0,0.7
