,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,-0.3280090981341423,102338.32180851063,279.41207301363033,97203.48670212766,271.63203852227394,0.999053305767952,67.0,34.0,83.0,5.0,29.0,40.0,0.63
Tianjin,-2.472917498964252,102330.41287878789,283.0170380563447,102018.64015151517,275.3080388849432,-0.2812333540482954,40.0,15.0,40.0,9.0,24.0,51.0,0.49
Shijiazhuang,-1.3367462158203125,102189.39583333331,283.6309407552083,98158.875,273.76283094618054,-1.4302232530381944,76.0,44.0,102.0,12.0,46.0,36.0,0.72
Tangshan,-1.939393785264757,102380.11805555556,280.9610188802083,101102.375,273.247802734375,0.1806437174479166,33.0,15.0,33.0,8.0,18.0,53.0,0.45
Langfang,-2.1089141845703123,102304.05,283.817919921875,102090.425,275.273486328125,-0.54344482421875,53.0,22.0,56.0,7.0,32.0,43.0,0.43
Baoding,-1.3290088360126202,102258.875,281.4463829627404,97575.08653846152,273.26966271033655,-0.6064030573918269,63.0,36.0,76.0,11.0,41.0,39.0,0.66
Cangzhou,-3.2459747314453127,102184.33125,285.264501953125,102064.15,277.569482421875,-1.88719482421875,46.0,12.0,46.0,5.0,25.0,59.0,0.5
Hengshui,-1.4984079996744792,102104.78125,286.7093098958333,101820.08333333331,277.7685546875,-2.2625528971354165,84.0,62.0,109.0,17.0,76.0,18.0,1.03
Xingtai,-1.0679695822975852,102099.85227272728,285.500702829072,99522.42803030302,274.6579441879735,-2.5655314127604165,83.0,56.0,115.0,12.0,44.0,53.0,0.6
Handan,-1.4630090121565194,102053.53879310343,285.9537563981681,98776.02155172414,273.8808004445043,-2.2278652848868536,115.0,87.0,126.0,16.0,46.0,49.0,0.78
Taiyuan,0.2582563317340353,101956.46195652174,281.6199155061141,87895.90760869565,265.00190005095106,0.3704117484714674,81.0,49.0,112.0,23.0,35.0,69.0,0.65
Yangquan,-1.4673963274274553,102114.25,280.9300013950893,90725.55357142857,269.4496023995536,-0.2320120675223214,73.0,50.0,95.0,21.0,44.0,53.0,0.75
Changzhi,-0.5178148542131696,101894.20357142856,283.892333984375,89474.46785714285,267.46985909598214,-0.2684517996651785,58.0,37.0,65.0,9.0,21.0,104.0,0.75
Jincheng,0.1121540898862092,101845.28804347826,285.7663998811141,91403.82065217392,269.23177437160325,0.3522391941236413,63.0,23.0,75.0,11.0,28.0,97.0,0.74
Jinan,-0.3866611603767641,102004.375,286.68549174647177,100255.38306451614,278.43834267893146,-1.3732536069808468,140.0,107.0,200.0,33.0,77.0,75.0,1.27
Zibo,-0.9582352411179316,102011.73214285714,286.13824172247024,99846.07738095238,277.995361328125,-0.9835466657366072,145.0,111.0,171.0,24.0,100.0,43.0,1.2
Jining,-0.3325958251953125,101904.3359375,288.81072998046875,100982.9375,278.6702880859375,-0.7996826171875,89.0,66.0,114.0,21.0,45.0,89.0,0.77
Dezhou,-1.389593271108774,102056.28846153848,286.67305814302887,101734.47115384616,278.52578500600964,-1.6225351186899035,75.0,46.0,100.0,16.0,43.0,64.0,0.95
Liaocheng,-0.4075831660517939,102009.10648148147,287.4716887297454,101520.97685185184,277.68177625868054,-2.329890498408565,148.0,113.0,213.0,35.0,67.0,64.0,1.2
Binzhou,-2.9290313720703125,102097.04166666669,285.482177734375,101852.23611111112,278.7572970920139,-1.5031037507233795,71.0,37.0,91.0,21.0,30.0,73.0,0.74
Heze,0.1073085900508996,101894.39772727272,289.12013938210225,101293.00378787878,277.30158765388256,-1.6826005415482954,176.0,133.0,221.0,31.0,69.0,80.0,0.93
Zhengzhou,-0.9253692626953124,101873.5625,289.2044270833333,99607.95833333331,275.1608072916667,-1.3608601888020833,105.0,79.0,105.0,18.0,39.0,86.0,0.8
Kaifeng,-0.5699353899274554,101881.77976190476,289.17925734747024,101071.55357142857,276.6944870721726,-2.24066162109375,150.0,115.0,166.0,21.0,54.0,68.0,1.13
Anyang,-1.3486984916355298,102006.16847826086,286.9845554517663,99619.9945652174,274.75937287703806,-2.8700773819633154,166.0,126.0,162.0,19.0,51.0,66.0,0.86
Hebi,-1.606657240125868,101997.76388888888,287.337646484375,100052.01388888888,274.55156792534723,-3.203769259982639,145.0,111.0,177.0,25.0,58.0,73.0,1.24
Xinxiang,-1.456819014115767,101935.35227272728,287.8575328480114,99556.07954545454,275.3521617542614,-2.0283924449573862,125.0,95.0,172.0,21.0,44.0,86.0,1.2
Jiaozuo,-1.2724558512369792,101879.09166666666,288.6854329427084,98319.05833333332,274.65968424479166,0.4539998372395833,98.0,73.0,133.0,19.0,39.0,82.0,0.93
Puyang,-0.4248538547092014,101977.09722222222,287.85772026909723,101373.95833333331,276.91343858506946,-3.0149671766493054,179.0,135.0,175.0,20.0,57.0,62.0,0.95
