,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,0.6988366309632646,100588.3989361702,293.13260991522606,95731.17287234042,285.4049357962101,1.0981838145154588,124.0,94.0,125.0,23.0,39.0,133.0,1.34
Tianjin,1.3030492609197444,100575.16666666669,295.73146750710225,100281.08712121211,286.9232732599432,2.8176005970348013,91.0,68.0,115.0,21.0,43.0,97.0,1.17
Shijiazhuang,0.1195492214626736,100615.72222222222,292.5567220052083,96751.40277777778,286.63755967881946,0.942408243815104,88.0,65.0,109.0,24.0,58.0,43.0,1.1
Tangshan,0.4530453152126736,100603.13888888888,294.28740776909723,99398.31944444444,287.25257703993054,3.005857679578993,197.0,148.0,271.0,54.0,74.0,101.0,2.47
Langfang,1.1789459228515624,100562.1375,295.565185546875,100359.975,286.923974609375,2.2771575927734373,79.0,49.0,107.0,19.0,35.0,117.0,0.99
Baoding,0.5364391620342548,100633.82692307692,292.8032038762019,96162.20192307692,286.95254281850964,0.5426999605618991,80.0,52.0,110.0,30.0,41.0,89.0,1.07
Cangzhou,1.1048004150390625,100624.40625,294.231640625,100509.3,286.4099609375,2.3534515380859373,114.0,86.0,153.0,38.0,44.0,92.0,1.15
Hengshui,0.1878407796223958,100612.8125,292.86474609375,100338.29166666669,287.1173502604167,2.479802449544271,96.0,72.0,118.0,23.0,24.0,108.0,0.9
Xingtai,0.1087429162227746,100622.08333333331,292.00147224195075,98136.51136363635,286.84082771070075,2.263948845140862,73.0,53.0,91.0,42.0,70.0,62.0,0.73
Handan,0.1102194950498383,100646.6724137931,291.5685866783405,97474.875,287.3698225350216,2.093073877794989,75.0,37.0,99.0,19.0,38.0,85.0,0.65
Taiyuan,-0.3228501029636549,100736.92391304349,286.54280952785325,87069.74456521739,284.42734162703806,0.9131609045940896,88.0,65.0,114.0,24.0,69.0,17.0,1.49
Yangquan,0.2209799630301339,100722.30357142857,287.5497000558036,89730.58928571429,286.93314034598217,0.2564893450055803,79.0,46.0,107.0,28.0,53.0,35.0,1.71
Changzhi,0.2113538469587053,100755.15,287.46063755580354,88629.33214285714,285.66394391741073,1.5613024030412948,88.0,65.0,117.0,11.0,47.0,59.0,1.94
Jincheng,-0.383609274159307,100749.76086956522,288.74907651154894,90530.65760869563,286.63938306725544,0.7526225214419158,96.0,72.0,120.0,38.0,53.0,19.0,1.93
Jinan,-0.5799407958984375,100726.54838709676,292.8465300529234,99019.1008064516,286.5239651587702,1.6405191729145665,75.0,50.0,99.0,27.0,29.0,88.0,0.69
Zibo,-0.5925431024460566,100773.38095238096,292.7723563058036,98655.01785714286,284.2652646019345,1.847472417922247,61.0,42.0,71.0,57.0,49.0,79.0,1.22
Jining,-1.1671600341796875,100722.296875,292.3453369140625,99818.09375,287.5654296875,1.2535858154296875,73.0,35.0,96.0,24.0,66.0,31.0,1.19
Dezhou,0.1429032545823317,100657.28846153848,293.63211763822113,100345.60576923077,288.244384765625,1.7803990290715144,121.0,92.0,187.0,35.0,51.0,60.0,1.41
Liaocheng,-0.3485316523799189,100654.81481481482,292.58793583622685,100181.54166666669,289.56675889756946,2.4636575204354747,104.0,78.0,142.0,36.0,44.0,49.0,1.59
Binzhou,0.3999854193793403,100692.9074074074,295.0953143084491,100456.31944444444,286.2894874855324,1.7307654486762152,139.0,105.0,227.0,36.0,60.0,29.0,1.71
Heze,-0.5353740345348011,100694.13636363635,291.753662109375,100105.72348484848,288.997314453125,2.1370549057469224,98.0,73.0,122.0,36.0,41.0,63.0,1.35
Zhengzhou,-1.0195159912109375,100654.96875,292.476318359375,98441.70833333331,288.4354654947917,1.6727956136067708,117.0,66.0,184.0,19.0,86.0,73.0,1.45
Kaifeng,-1.230284917922247,100685.16666666669,291.8728957403274,99893.30357142857,289.2101120721726,2.210149129231771,85.0,38.0,119.0,12.0,32.0,65.0,1.1
Anyang,-0.2593735404636549,100652.56521739133,292.0058699898098,98342.78804347826,287.9579971976902,2.39562523883322,54.0,23.0,57.0,24.0,43.0,73.0,0.74
Hebi,-0.1724972195095486,100647.38888888888,292.46351453993054,98765.09722222222,287.49254014756946,2.461776733398437,79.0,58.0,105.0,28.0,62.0,65.0,0.9
Xinxiang,-0.5154876708984375,100671.60227272728,292.287841796875,98356.51136363635,288.3445268110796,1.926043423739347,115.0,87.0,144.0,25.0,38.0,107.0,1.01
Jiaozuo,-1.053703816731771,100654.1,292.468115234375,97179.675,288.7389811197917,-0.0502024332682291,183.0,138.0,261.0,25.0,75.0,16.0,2.4
Puyang,-0.6946868896484375,100660.36111111112,292.22979058159723,100074.81944444444,289.677978515625,2.691919962565104,78.0,45.0,105.0,14.0,36.0,58.0,0.82
