,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,1.3179746587225731,104590.96542553192,259.5777591137176,98931.02127659574,247.3386733684134,-3.466421249064993,15.0,4.0,14.0,2.0,9.0,49.0,0.28
Tianjin,0.7098948160807291,104443.04166666669,263.1076100667317,104100.9393939394,249.9010587750059,-5.160550666577889,15.0,6.0,15.0,6.0,15.0,46.0,0.42
Shijiazhuang,-0.6357540554470487,104436.59722222222,263.2887081570095,100050.83333333331,256.2776913113064,-0.4012264675564236,44.0,24.0,44.0,3.0,19.0,30.0,0.3
Tangshan,1.3232574462890625,104350.13888888888,261.9088253445095,102948.91666666669,249.45168219672308,-4.200651380750868,19.0,10.0,19.0,4.0,5.0,55.0,0.3
Langfang,-0.7546234130859375,104487.6125,263.39537048339844,104253.4,248.99978332519527,-4.169216918945312,14.0,6.0,13.0,3.0,18.0,45.0,0.25
Baoding,-0.5336761474609375,104485.22115384616,261.85022324782153,99381.6153846154,251.69644047663763,-0.9382523756760818,58.0,29.0,66.0,5.0,58.0,7.0,0.58
Cangzhou,-0.6373138427734375,104416.5875,264.01294860839846,104284.575,252.8160430908203,-3.995657348632813,32.0,15.0,32.0,7.0,47.0,16.0,0.35
Hengshui,-0.6231536865234375,104429.04166666669,263.87510681152344,104115.41666666669,256.960444132487,-1.6002960205078125,29.0,17.0,29.0,10.0,34.0,32.0,0.32
Xingtai,-0.6565824566465436,104420.01136363635,264.14927673339844,101601.66666666669,258.3834214643999,-1.0381844260475852,33.0,12.0,33.0,4.0,9.0,50.0,0.17
Handan,-0.9050813872238684,104400.34051724138,264.858732552364,100802.37931034484,258.80725571204874,-1.2843149119410022,29.0,20.0,23.0,4.0,16.0,40.0,0.4
Taiyuan,-1.2197643777598506,104121.77717391304,262.3485804018767,88895.82608695653,256.2319886580757,-1.1216901696246604,37.0,18.0,37.0,15.0,28.0,33.0,0.65
Yangquan,-1.1091156005859375,104371.30357142857,260.5202309744699,91963.07142857143,256.4003274100168,-0.0409175327845982,68.0,49.0,62.0,14.0,27.0,31.0,0.75
Changzhi,-1.7601200648716515,104096.90357142856,264.0016762869699,90589.97142857144,261.3095070975168,0.8328966413225446,61.0,44.0,62.0,9.0,13.0,35.0,0.85
Jincheng,-1.2196794592815896,104132.79891304349,265.23580866274625,92704.1304347826,262.3225117559018,1.9033183222231655,52.0,33.0,54.0,3.0,14.0,42.0,0.64
Jinan,-0.5995074856665826,104308.02822580644,263.72003026162423,102363.41935483873,258.23438828991306,-2.47418951219128,26.0,13.0,26.0,10.0,23.0,44.0,0.76
Zibo,0.2611875988188244,104254.57738095238,263.3803965250651,101848.42857142857,258.13521394275483,-2.668219430106027,31.0,21.0,31.0,15.0,30.0,29.0,0.5
Jining,-0.9964752197265624,104207.421875,265.9718475341797,103182.15625,259.9617462158203,-3.5006866455078125,38.0,22.0,38.0,6.0,17.0,41.0,0.38
Dezhou,0.1307056133563701,104372.68269230767,264.1179516132061,104016.3846153846,257.708008986253,-2.0571864201472354,41.0,14.0,41.0,10.0,28.0,38.0,0.65
Liaocheng,-0.8744150797526041,104363.69907407407,265.0429399278429,103823.5925925926,258.69119319209346,-1.990898414894387,34.0,14.0,34.0,8.0,19.0,43.0,0.48
Binzhou,1.6759683114510997,104295.60648148147,264.4232205991392,104025.0,257.9063262939453,-2.833599514431424,34.0,18.0,34.0,10.0,36.0,21.0,0.48
Heze,-1.4993558941465437,104223.78409090907,267.0500816576409,103557.33333333331,260.284936615915,-3.768860325668797,27.0,11.0,27.0,10.0,17.0,53.0,0.35
Zhengzhou,-2.979883829752604,104208.05208333331,268.9328867594401,101705.79166666669,261.9923451741536,-2.657262166341146,24.0,14.0,24.0,7.0,10.0,49.0,0.65
Kaifeng,-2.428591047014509,104185.22023809524,268.5150691441127,103291.09523809524,261.6083352225168,-3.963606334867932,22.0,14.0,22.0,8.0,13.0,49.0,0.45
Anyang,-1.232204934825068,104356.91847826086,266.4142223855724,101734.08695652174,259.6097909678584,-2.6711127239724863,30.0,14.0,30.0,5.0,15.0,42.0,0.62
Hebi,-1.540647718641493,104349.79166666669,267.0930701361762,102209.66666666669,259.98206414116754,-3.320470174153646,33.0,17.0,33.0,6.0,18.0,40.0,0.5
Xinxiang,-2.4949465664950283,104274.48863636365,267.5193051424894,101658.31818181818,260.6195720325817,-3.096289894797585,33.0,15.0,33.0,9.0,13.0,47.0,0.42
Jiaozuo,-3.085678100585937,104236.70833333331,268.1240163167318,100314.86666666668,261.6545033772787,-0.6133738199869792,38.0,20.0,38.0,7.0,12.0,49.0,0.43
Puyang,-1.3176659478081598,104329.72222222222,266.3017289903429,103663.83333333331,259.32223341200086,-2.7866702609592013,21.0,9.0,21.0,10.0,14.0,47.0,0.55
