,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,0.571629950340758,103393.6835106383,273.7211186835106,98158.0505319149,266.124200049867,0.3253160841921542,52.0,18.0,54.0,3.0,53.0,8.0,0.67
Tianjin,1.679779052734375,103470.46590909093,276.3997395833333,103152.07954545454,269.6065488873106,1.0235614198626894,105.0,79.0,109.0,29.0,75.0,7.0,2.09
Shijiazhuang,0.546478271484375,103452.15972222222,276.96571180555554,99342.20833333331,271.98003472222223,1.14617919921875,80.0,55.0,109.0,32.0,66.0,9.0,0.96
Tangshan,1.941931830512153,103432.4375,276.2067057291667,102126.76388888888,267.7902018229167,-0.2203301323784722,86.0,61.0,122.0,30.0,69.0,11.0,1.32
Langfang,1.118841552734375,103456.6375,276.33916015625,103237.525,269.66748046875,1.63338623046875,70.0,34.0,90.0,11.0,59.0,7.0,1.0
Baoding,1.0529198279747596,103420.52884615384,275.7071063701923,98662.64423076923,270.2876727764423,1.0155076246995192,76.0,51.0,102.0,29.0,61.0,12.0,0.95
Cangzhou,1.570550537109375,103525.41875,277.665625,103401.2,270.44365234375,2.21185302734375,66.0,37.0,81.0,38.0,65.0,17.0,1.13
Hengshui,0.5298360188802084,103524.94791666669,278.7291666666667,103230.04166666669,270.3888346354167,2.8993937174479165,57.0,29.0,64.0,22.0,53.0,26.0,0.95
Xingtai,0.4689007383404356,103506.33712121211,278.7524266098485,100866.50378787878,271.7804361979167,2.765423399029356,90.0,61.0,129.0,23.0,59.0,14.0,1.15
Handan,0.4411947316136853,103554.86637931036,279.2722925646552,100184.55603448275,272.44411705280174,2.3814129007273706,84.0,58.0,117.0,18.0,53.0,17.0,0.8
Taiyuan,0.2050847592561141,103423.76630434782,273.4012398097826,88984.92934782608,268.4300908627717,0.8601100755774457,90.0,37.0,130.0,21.0,60.0,8.0,1.13
Yangquan,1.1912187848772322,103432.73214285714,274.19056919642856,91787.83928571428,271.24239676339283,0.7095860072544643,84.0,58.0,117.0,30.0,44.0,11.0,1.63
Changzhi,0.6575692313058036,103568.95357142856,275.7856026785714,90711.825,271.73330078125,2.2595023018973213,75.0,55.0,97.0,13.0,41.0,29.0,1.38
Jincheng,-0.6998490043308424,103600.95108695651,277.4892153532609,92761.7554347826,272.0860011888587,2.0646786897078804,78.0,50.0,106.0,46.0,70.0,17.0,2.38
Jinan,0.1799365628150201,103634.36693548386,278.4586693548387,101805.2379032258,268.97799584173384,1.6961256457913307,67.0,27.0,83.0,21.0,56.0,22.0,1.07
Zibo,1.0029747372581843,103628.98214285714,278.08277529761904,101362.00595238096,267.6323707217262,1.0824933733258928,78.0,48.0,105.0,37.0,47.0,29.0,1.55
Jining,-1.293487548828125,103682.0625,279.3687744140625,102713.65625,271.48553466796875,1.37103271484375,64.0,25.0,77.0,31.0,49.0,25.0,0.85
Dezhou,0.4705317570612981,103580.10576923077,279.1393479567308,103245.97115384616,269.8742112379808,2.5342125525841346,54.0,35.0,58.0,25.0,55.0,23.0,1.5
Liaocheng,-0.4538291648582176,103604.80092592593,279.81278935185185,103097.58796296296,271.40775101273147,3.03631591796875,82.0,51.0,113.0,29.0,50.0,16.0,1.2
Binzhou,1.66256261754919,103583.33796296296,278.7052228009259,103329.2175925926,269.12440321180554,1.9354044596354167,56.0,36.0,61.0,48.0,50.0,26.0,2.07
Heze,-1.6202919699928977,103656.95075757576,280.41690340909093,103027.86742424245,273.2332060842803,2.146933815696023,85.0,49.0,120.0,39.0,54.0,27.0,1.33
Zhengzhou,-1.147491455078125,103604.33333333331,281.54736328125,101249.58333333331,274.8692220052083,0.8628133138020834,65.0,37.0,79.0,21.0,51.0,31.0,0.81
Kaifeng,-1.6405799502418157,103624.97023809524,281.4984188988095,102781.48214285714,274.8806966145833,1.8591860816592265,70.0,51.0,89.0,29.0,39.0,30.0,0.9
Anyang,-0.0741696565047554,103592.375,280.43622622282606,101137.66847826086,273.1303286345109,2.3342099397078804,75.0,51.0,100.0,28.0,58.0,17.0,1.1
Hebi,-0.0498216417100694,103599.79166666669,281.1056857638889,101595.51388888888,273.46967230902777,2.073642306857639,61.0,31.0,71.0,17.0,54.0,33.0,1.3
Xinxiang,-0.4367869984019886,103616.82954545454,281.11434659090907,101158.89772727272,273.74267578125,1.5782637162642046,61.0,40.0,72.0,21.0,49.0,36.0,0.8
Jiaozuo,-1.133306884765625,103608.275,281.087890625,99916.29166666669,274.29970703125,0.12635498046875,69.0,42.0,88.0,19.0,45.0,38.0,0.95
Puyang,-0.7698737250434028,103623.16666666669,280.3371310763889,102996.34722222222,272.4256184895833,2.96063232421875,70.0,48.0,89.0,39.0,55.0,25.0,1.3
