,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,-1.0629739964261968,100594.1050531915,296.1642287234043,95750.0,295.4468085106383,-0.0632135918799867,20.0,14.0,16.0,3.0,39.0,32.0,0.61
Tianjin,-3.172916296756629,100445.0018939394,299.8060487689394,100151.84848484848,298.5416074810606,0.4276705655184659,37.0,25.0,37.0,2.0,23.0,79.0,0.57
Shijiazhuang,-0.1001993815104166,100402.82638888888,296.84282769097223,96574.25,295.19878472222223,0.3003031412760417,26.0,18.0,26.0,6.0,20.0,56.0,0.86
Tangshan,-2.15667724609375,100579.50694444444,299.6818033854167,99378.88888888888,297.97705078125,1.2451273600260415,113.0,85.0,139.0,22.0,45.0,61.0,2.75
Langfang,-2.60179443359375,100400.1125,298.79970703125,100198.95,297.81171875,0.172454833984375,25.0,16.0,25.0,3.0,25.0,40.0,0.65
Baoding,-0.7224261944110577,100485.81730769233,296.0861253004808,96048.80769230767,295.25082632211536,-0.5090167705829327,33.0,23.0,25.0,5.0,17.0,60.0,0.48
Cangzhou,-1.96727294921875,100382.78125,301.3830078125,100269.45,297.53193359375,1.357366943359375,60.0,40.0,70.0,12.0,21.0,137.0,0.25
Hengshui,-0.9430948893229166,100334.5625,301.6743977864583,100064.83333333331,296.2865397135417,2.9840596516927085,25.0,16.0,24.0,6.0,11.0,80.0,0.25
Xingtai,-0.4795273289535985,100357.5018939394,299.63139204545456,97904.09090909093,295.6593868371212,2.8886968439275567,33.0,11.0,33.0,7.0,26.0,75.0,0.98
Handan,-0.3609050882273706,100392.2952586207,299.2511449353448,97262.24137931036,295.78098060344826,2.673372465988685,38.0,13.0,38.0,5.0,18.0,73.0,0.63
Taiyuan,-0.8353987984035326,100564.97554347826,292.14971127717394,87048.69565217392,291.6884341032609,1.7834751295006794,25.0,12.0,25.0,3.0,15.0,58.0,0.63
Yangquan,-0.7846418108258929,100584.20535714286,292.5941685267857,89712.5,292.3469587053572,0.3993312290736607,44.0,20.0,44.0,12.0,38.0,22.0,1.0
Changzhi,-0.4127389090401785,100656.44821428572,293.66077008928573,88652.11428571428,292.37957589285713,3.128251429966518,29.0,7.0,17.0,8.0,8.0,92.0,0.52
Jincheng,-0.9491895592730978,100661.95380434782,294.6483525815217,90524.21739130437,293.18563179347825,0.8860141920006793,27.0,8.0,27.0,6.0,32.0,53.0,0.72
Jinan,-1.0258887506300405,100543.05443548386,302.1491305443548,98861.80645161292,296.8927671370968,3.73047367219002,61.0,38.0,72.0,10.0,14.0,161.0,0.46
Zibo,-0.7593906947544643,100628.87202380953,301.83119419642856,98542.0,297.4876302083333,3.745290120442709,58.0,32.0,66.0,7.0,19.0,144.0,0.73
Jining,-2.494659423828125,100521.9609375,302.5828857421875,99632.5,298.35235595703125,3.55523681640625,56.0,32.0,62.0,11.0,17.0,119.0,0.8
Dezhou,-0.7193462665264423,100418.10096153848,302.5842848557692,100111.6153846154,296.03560697115387,3.3176433856670675,57.0,28.0,64.0,7.0,16.0,95.0,0.5
Liaocheng,-1.598743580005787,100385.59027777778,302.41167534722223,99920.29629629628,296.5954137731481,3.82417466905382,59.0,40.0,68.0,9.0,11.0,157.0,0.7
Binzhou,-1.0706402813946758,100483.10879629628,302.89149305555554,100250.07407407407,297.11219618055554,3.61764978479456,64.0,44.0,78.0,10.0,41.0,91.0,0.73
Heze,-2.185138124408144,100406.23674242424,302.66429924242425,99828.9696969697,297.7586410984849,3.043911095821496,65.0,25.0,80.0,9.0,32.0,82.0,0.87
Zhengzhou,-0.9040323893229166,100357.44791666669,300.7646484375,98177.20833333331,296.3275553385417,1.5614522298177085,24.0,12.0,24.0,4.0,39.0,50.0,0.7
Kaifeng,-1.4185703822544642,100358.69345238096,302.6057477678572,99582.95238095238,296.6821986607143,2.732455299014137,27.0,6.0,27.0,6.0,18.0,70.0,0.47
Anyang,0.1454096255095108,100385.4320652174,300.5005944293478,98106.30434782608,296.0647078804348,2.386693539826766,60.0,23.0,70.0,5.0,43.0,38.0,1.2
Hebi,0.7716267903645834,100376.0625,300.4138454861111,98522.44444444444,295.62022569444446,1.550628662109375,43.0,12.0,43.0,14.0,29.0,57.0,0.67
Xinxiang,-0.1304654208096591,100409.51704545454,300.64399857954544,98122.40909090907,295.75,0.990170565518466,25.0,11.0,20.0,11.0,20.0,81.0,0.53
Jiaozuo,-0.6897664388020833,100423.44583333332,299.0553385416667,96984.46666666666,295.6380208333333,-1.4107645670572917,33.0,19.0,33.0,3.0,13.0,59.0,0.57
Puyang,-1.5229695638020833,100359.11805555556,302.43446180555554,99784.16666666669,297.3947482638889,3.438812255859375,53.0,22.0,55.0,8.0,21.0,73.0,0.57
