,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,1.650637038210605,101039.4694148936,298.11634599401594,96167.3510638298,275.355047997008,0.1329488551363032,39.0,13.0,39.0,3.0,34.0,63.0,0.4
Tianjin,2.5583685672644414,101038.16477272728,299.0631658380682,100743.19696969698,278.4053104285038,0.7110096324573864,54.0,30.0,58.0,9.0,37.0,70.0,0.63
Shijiazhuang,2.415013631184896,101280.22222222222,296.4440104166667,97402.25,281.24818250868054,0.3506062825520833,54.0,28.0,58.0,17.0,25.0,70.0,0.67
Tangshan,2.692655775282118,100979.54166666669,298.11192491319446,99772.72222222222,277.6200358072917,0.29583740234375,56.0,21.0,62.0,8.0,36.0,67.0,0.45
Langfang,2.1111236572265626,101055.0125,299.830078125,100852.1,278.315283203125,1.03231201171875,44.0,13.0,44.0,8.0,39.0,59.0,0.43
Baoding,1.9674224853515625,101174.96634615384,297.50473257211536,96700.6346153846,278.6055250901442,0.4586416391225961,57.0,24.0,64.0,9.0,36.0,49.0,0.46
Cangzhou,3.659829711914063,101149.59375,298.27265625,101033.875,280.8189453125,1.24735107421875,41.0,12.0,41.0,12.0,29.0,65.0,0.57
Hengshui,3.618464152018229,101244.39583333331,297.9539388020833,100968.29166666669,281.2843424479167,1.78070068359375,45.0,21.0,45.0,22.0,25.0,69.0,0.6
Xingtai,2.2588894005977744,101337.42992424245,296.61986564867425,98840.5,280.9470362807765,1.5343405983664773,32.0,12.0,32.0,6.0,26.0,65.0,0.63
Handan,2.192680095804149,101410.83405172414,295.69149043642244,98219.36206896552,280.7044467268319,1.6121931404903018,61.0,27.0,71.0,27.0,30.0,62.0,1.52
Taiyuan,0.6090134330417799,101597.85054347826,289.2698496942935,87816.36956521739,276.2142387058424,-0.5318417756453805,75.0,55.0,86.0,18.0,38.0,42.0,1.06
Yangquan,2.53623526436942,101482.49107142857,291.58517020089283,90423.71428571428,278.0140555245536,-0.66510009765625,79.0,58.0,68.0,29.0,35.0,75.0,0.93
Changzhi,0.5775717599051339,101583.4875,289.90177176339284,89338.27142857143,277.16302315848213,-1.1930158342633927,49.0,33.0,49.0,29.0,30.0,61.0,0.98
Jincheng,0.3875885009765625,101578.86141304349,290.2528659986413,91240.6304347826,279.74277131453806,-1.8828098462975544,42.0,22.0,42.0,6.0,17.0,63.0,0.98
Jinan,3.106653521137853,101337.98588709676,295.01611328125,99622.08064516127,281.9557632938508,0.1331137380292338,39.0,10.0,39.0,11.0,18.0,98.0,0.71
Zibo,3.063323248000372,101276.74702380953,295.10772414434524,99154.35714285714,281.22513253348217,-0.94879150390625,33.0,6.0,27.0,10.0,18.0,104.0,0.44
Jining,2.5524139404296875,101446.28125,294.7557983398437,100535.5625,283.28082275390625,-0.866912841796875,54.0,25.0,57.0,16.0,18.0,81.0,0.75
Dezhou,3.770062960111178,101287.4471153846,296.46390474759613,100973.53846153848,282.30350435697113,1.3385807917668269,55.0,21.0,59.0,24.0,21.0,77.0,1.45
Liaocheng,3.4730196352358216,101395.04861111112,296.16021050347223,100918.0925925926,282.0184009693287,1.72796630859375,58.0,16.0,66.0,12.0,22.0,79.0,0.6
Binzhou,4.239765873661748,101207.21527777778,296.3181966145833,100968.94444444444,282.2221046730324,0.2941555447048611,40.0,15.0,40.0,22.0,16.0,89.0,0.85
Heze,2.6574156790068657,101503.45265151517,295.28493430397725,100909.77272727272,283.15039802320075,0.0304639411695075,50.0,21.0,50.0,9.0,14.0,93.0,0.5
Zhengzhou,1.0584055582682292,101499.73958333331,294.1519368489583,99254.54166666669,283.8501790364583,-1.2070109049479167,54.0,23.0,57.0,11.0,21.0,60.0,0.77
Kaifeng,1.3803340366908483,101514.67559523808,295.0821475074405,100715.02380952382,283.44183640252976,-0.2939830961681547,53.0,22.0,55.0,10.0,23.0,64.0,0.77
Anyang,1.837953650433084,101463.52445652174,295.5204441236413,99133.80434782608,281.3842454993206,1.570060398267663,46.0,9.0,46.0,10.0,15.0,92.0,0.6
Hebi,1.560331556532118,101467.9375,295.8507486979167,99568.27777777778,281.40953233506946,1.6067640516493056,30.0,5.0,22.0,7.0,9.0,95.0,0.24
Xinxiang,1.3855465975674717,101496.25568181818,295.06005859375,99159.18181818182,281.7562810724432,0.6023448597301136,56.0,40.0,57.0,10.0,23.0,56.0,0.75
Jiaozuo,0.9586171468098958,101496.92083333334,293.8877278645833,97980.76666666666,282.79412434895835,-0.7258097330729166,52.0,29.0,54.0,11.0,23.0,51.0,0.92
Puyang,3.062935723198785,101461.15972222222,295.9425455729167,100870.66666666669,281.95326063368054,1.7503187391493056,52.0,18.0,53.0,9.0,15.0,81.0,0.6
