,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,0.7617914727393617,103277.32712765958,261.2473956168966,97941.5784574468,255.6674869618517,-1.5604410374418218,59.0,40.0,67.0,5.0,58.0,3.0,1.28
Tianjin,1.4403557054924243,103256.375,264.3757351962003,102931.29734848483,260.212363503196,-0.945892333984375,118.0,89.0,132.0,12.0,98.0,6.0,2.0
Shijiazhuang,0.479248046875,103201.98611111112,264.69385782877606,99043.0625,259.83286539713544,-0.5279507107204862,113.0,85.0,161.0,27.0,64.0,8.0,2.37
Tangshan,1.6515842013888888,103209.18055555556,263.78999498155383,101879.20138888888,258.11899820963544,-1.271820068359375,146.0,112.0,186.0,47.0,78.0,10.0,2.65
Langfang,0.832763671875,103270.4625,263.5270935058594,103045.4125,258.5728393554688,-1.088519287109375,83.0,61.0,97.0,16.0,69.0,6.0,1.5
Baoding,0.7500187800480769,103198.71634615384,263.6222182053786,98402.71634615384,258.348628117488,-0.8731572077824519,106.0,80.0,151.0,16.0,67.0,5.0,1.85
Cangzhou,1.0946044921875,103277.88125,265.9468688964844,103150.6375,262.4769897460937,-0.345721435546875,173.0,131.0,180.0,26.0,102.0,9.0,2.67
Hengshui,0.2046712239583333,103274.82291666669,265.3053487141927,102971.77083333331,260.48992919921875,-0.803192138671875,160.0,122.0,182.0,36.0,71.0,9.0,2.03
Xingtai,-0.1760327888257575,103222.6553030303,265.86028775301844,100549.50946969698,260.3837650183476,-0.9035746256510416,93.0,63.0,136.0,17.0,60.0,6.0,2.02
Handan,0.0797918911637931,103204.32327586209,266.53251174400594,99791.43318965516,261.39491640288253,-0.9293917951912716,115.0,87.0,156.0,26.0,69.0,9.0,1.65
Taiyuan,0.4494947350543478,103088.73369565218,264.31268708602244,88526.59510869565,260.58807373046875,-0.2640818720278532,124.0,94.0,165.0,30.0,71.0,4.0,2.11
Yangquan,1.2717633928571428,103071.78571428572,264.6559579031808,91346.88392857143,260.7934308733259,0.3202907017299107,121.0,92.0,166.0,71.0,72.0,6.0,3.1
Changzhi,0.4079380580357143,103062.39642857145,266.356041608538,90135.06964285714,262.3787545340402,-0.3662606375558035,100.0,75.0,120.0,56.0,54.0,9.0,2.34
Jincheng,0.2371985394021739,103085.42934782608,268.95169863493544,92154.89945652174,264.8229582413383,-1.023125689962636,116.0,88.0,159.0,62.0,55.0,8.0,3.44
Jinan,-0.1528005292338709,103264.53629032258,270.2562108193674,101409.36088709676,266.75786959740424,0.1460935531123992,110.0,83.0,129.0,29.0,53.0,7.0,1.59
Zibo,0.5944707961309523,103271.32738095238,270.5724850609189,100975.05059523808,267.1449003673735,0.4893290201822917,154.0,118.0,199.0,57.0,56.0,6.0,3.54
Jining,-1.211639404296875,103222.4609375,273.3647766113281,102242.90625,269.6971435546875,-0.474212646484375,164.0,125.0,156.0,20.0,67.0,5.0,1.55
Dezhou,0.3312800480769231,103272.65384615384,268.2749375563401,102931.23557692308,264.63104248046875,-0.0776907113882211,146.0,112.0,166.0,23.0,59.0,8.0,2.13
Liaocheng,-0.4742296006944444,103250.89351851853,268.52827623155383,102732.70138888888,264.91366690176505,-0.9109169288917824,133.0,101.0,153.0,16.0,60.0,5.0,1.93
Binzhou,1.3118308738425926,103277.06018518518,269.1346853750724,103018.47916666669,266.601311577691,0.7444288465711806,104.0,78.0,105.0,34.0,76.0,5.0,1.83
Heze,-0.4741802793560606,103213.63257575755,273.26458462801844,102574.8125,268.8071788441051,-1.298431396484375,140.0,107.0,179.0,18.0,50.0,5.0,1.3
Zhengzhou,0.2485758463541666,103211.44791666669,273.06299845377606,100799.1875,266.67742919921875,-0.3370463053385417,113.0,85.0,121.0,14.0,67.0,6.0,1.2
Kaifeng,0.049223400297619,103214.51785714286,274.73478044782365,102354.24107142857,267.5006481352307,-1.373859223865327,139.0,106.0,121.0,7.0,49.0,5.0,0.97
Anyang,0.0086829144021739,103221.7554347826,268.4668990425442,100722.16032608696,262.8410458772079,-0.987502388332201,153.0,117.0,161.0,38.0,75.0,6.0,2.7
Hebi,-0.1246202256944444,103236.93055555556,269.04194810655383,101179.36805555556,262.5181952582465,-0.8731926812065972,124.0,94.0,164.0,29.0,63.0,6.0,2.17
Xinxiang,-0.1922496448863636,103208.94318181818,270.9087607643821,100711.26704545454,264.5356944691051,-0.7971884987571023,103.0,77.0,138.0,23.0,63.0,4.0,1.73
Jiaozuo,0.30986328125,103181.225,271.368857828776,99424.4125,265.9720581054688,0.069342041015625,111.0,84.0,169.0,20.0,53.0,4.0,1.9
Puyang,-0.2884114583333333,103241.33333333331,269.0564880371094,102601.47916666669,264.8756171332465,-1.4093797471788194,148.0,113.0,129.0,11.0,54.0,6.0,1.4
