,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,-1.323583075340758,100565.37234042551,299.47679105718083,95736.55984042551,289.78383165724733,0.3906707763671875,60.0,31.0,70.0,2.0,18.0,163.0,0.64
Tianjin,-3.3329218084161933,100442.70833333331,302.1413056344697,100150.77840909093,291.4924760298296,2.082609696821733,58.0,16.0,66.0,4.0,21.0,125.0,0.51
Shijiazhuang,0.2863125271267361,100280.28472222222,301.88677300347223,96473.29861111112,287.77373589409723,1.326597425672743,73.0,38.0,71.0,10.0,15.0,178.0,0.41
Tangshan,-2.539913601345486,100584.77777777778,299.52061631944446,99388.21527777778,290.5092502170139,1.9741126166449647,46.0,29.0,44.0,17.0,23.0,146.0,0.63
Langfang,-2.512640380859375,100361.38125,304.3091796875,100161.4875,289.055517578125,1.6753875732421877,60.0,29.0,70.0,7.0,26.0,153.0,0.57
Baoding,-0.8588092510516827,100379.62980769233,301.1536207932692,95962.72596153848,288.7211726262019,0.4893035888671875,112.0,37.0,64.0,10.0,23.0,224.0,0.47
Cangzhou,-2.791839599609375,100297.4125,303.38916015625,100184.3375,290.546044921875,1.4357391357421876,103.0,39.0,66.0,15.0,31.0,206.0,0.33
Hengshui,-1.5886739095052085,100194.51041666669,304.4031575520833,99925.8125,289.8240559895833,1.3234914143880208,101.0,29.0,50.0,10.0,16.0,202.0,0.5
Xingtai,0.6221563165838068,100228.12121212122,302.1689453125,97779.47537878789,289.7607051964962,1.7622380112156724,81.0,28.0,53.0,28.0,22.0,185.0,1.38
Handan,0.6054782209725216,100251.92672413791,300.15365705818965,97125.06681034484,292.3668086610991,1.2115894186085667,103.0,45.0,83.0,12.0,22.0,205.0,0.8
Taiyuan,-1.153624161430027,100568.4945652174,293.5464928668478,87053.29619565218,287.0071437669837,0.8669785209324049,76.0,55.0,102.0,5.0,43.0,113.0,0.8
Yangquan,0.3532845633370535,100529.70535714286,294.9827008928572,89671.75892857143,289.2796107700893,0.4244319370814732,47.0,30.0,47.0,7.0,22.0,140.0,0.85
Changzhi,-0.0821786063058035,100520.90357142856,293.08306361607146,88528.8875,289.28485630580354,1.101831490652902,47.0,25.0,47.0,8.0,39.0,93.0,1.26
Jincheng,-0.8333965799082881,100456.34239130437,294.9279466711956,90363.77445652174,289.9407375169837,1.1511582084324048,72.0,43.0,93.0,14.0,29.0,174.0,0.84
Jinan,-1.839935302734375,100279.05241935483,301.29885962701616,98605.0745967742,292.0558924521169,1.0400218348349295,98.0,28.0,61.0,7.0,18.0,198.0,0.57
Zibo,-2.7416745140438987,100373.80357142857,300.4712146577381,98292.92559523808,290.8116978236607,1.2273988269624256,48.0,20.0,37.0,7.0,16.0,154.0,0.72
Jining,-1.359619140625,100238.56640625,300.97564697265625,99352.90625,294.03839111328125,1.3200836181640625,125.0,52.0,98.0,15.0,17.0,249.0,0.9
Dezhou,-1.9294410118689904,100229.88942307692,302.73377403846155,99924.45673076923,292.64684119591345,0.4390481802133413,130.0,20.0,53.0,8.0,29.0,260.0,0.67
Liaocheng,0.6887828685619213,100188.12037037036,302.3792317708333,99724.24305555556,294.9468044704861,1.0611713550708912,120.0,38.0,74.0,11.0,17.0,240.0,0.7
Binzhou,-3.3572602448640048,100336.37962962964,301.55479600694446,100103.79861111112,291.6388617621528,0.7190127902560763,66.0,23.0,59.0,7.0,14.0,173.0,0.63
Heze,-0.952535918264678,100181.44696969698,301.58342211174244,99605.86931818182,293.6844741358901,0.2464946400035511,109.0,43.0,74.0,9.0,24.0,218.0,1.0
Zhengzhou,-0.7257181803385416,100203.30729166669,301.46435546875,98025.5625,291.9313151041667,-0.2622019449869792,51.0,27.0,51.0,5.0,33.0,147.0,0.83
Kaifeng,-0.5053463890438988,100150.30952380953,302.5299014136905,99375.97321428572,291.9034946986607,-0.629883539109003,74.0,26.0,61.0,6.0,13.0,179.0,0.8
Anyang,0.8062518575917119,100221.8804347826,300.1271654211956,97945.33967391304,293.8116614300272,0.4356775698454483,106.0,43.0,84.0,11.0,27.0,211.0,1.4
Hebi,1.0156419542100694,100208.80555555556,300.2624782986111,98355.02083333331,293.63018120659723,0.3110266791449653,76.0,32.0,69.0,13.0,16.0,181.0,1.0
Xinxiang,0.3411282626065341,100221.23295454546,300.009765625,97939.46022727272,293.14473100142044,-0.1957993940873579,64.0,37.0,59.0,10.0,22.0,171.0,0.65
Jiaozuo,-1.348529052734375,100257.68333333332,299.88352864583334,96831.82083333332,291.58204752604166,-0.0532094319661458,75.0,55.0,70.0,6.0,18.0,160.0,0.73
Puyang,0.8440382215711806,100182.58333333331,301.7568359375,99608.85416666669,294.851318359375,0.1138153076171875,66.0,32.0,76.0,7.0,28.0,173.0,1.07
