,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,-0.0142043093417553,102428.27526595745,281.6113385139628,97362.06382978724,275.6334877825798,1.978583477913065,220.0,170.0,134.0,4.0,54.0,77.0,1.05
Tianjin,-0.4088060783617424,102478.53977272728,283.1209013967803,102170.9393939394,276.7418767755682,2.376286824544271,212.0,162.0,191.0,9.0,73.0,73.0,1.05
Shijiazhuang,-1.2742919921875,102422.34722222222,282.08458116319446,98418.77777777778,277.423828125,1.273774888780382,240.0,190.0,259.0,19.0,50.0,114.0,1.61
Tangshan,0.6578640407986112,102501.86805555556,281.59716796875,101243.5,276.0915256076389,2.465452406141493,220.0,170.0,224.0,9.0,90.0,57.0,1.27
Langfang,-0.0638427734375,102458.625,284.6224609375,102247.4,276.775390625,2.4847991943359373,211.0,161.0,227.0,11.0,75.0,85.0,1.0
Baoding,-0.3143498347355769,102456.4278846154,283.12789212740387,97813.23076923077,276.7534930889423,1.5578085092397838,201.0,151.0,208.0,9.0,52.0,96.0,0.97
Cangzhou,-0.2294677734375,102484.9125,283.716015625,102365.55,276.9154296875,2.4484466552734374,143.0,109.0,166.0,11.0,54.0,82.0,0.9
Hengshui,-0.322509765625,102462.71875,284.2430013020833,102178.16666666669,277.6827799479167,2.495671590169271,95.0,71.0,93.0,12.0,33.0,90.0,0.63
Xingtai,-0.5093032374526515,102453.0321969697,283.7741329308712,99880.18181818182,277.4176580255682,2.683430527195786,84.0,62.0,90.0,6.0,28.0,83.0,0.47
Handan,-0.8591013941271551,102473.8297413793,284.1125909213362,99191.06896551725,277.18364426185343,2.736548588193696,73.0,53.0,81.0,7.0,22.0,91.0,0.5
Taiyuan,-0.8277694038722826,102151.09510869563,280.0349227241848,88182.86956521739,272.38300356657606,1.3786786950152854,73.0,53.0,77.0,10.0,42.0,88.0,0.63
Yangquan,-2.1994454520089284,102332.58035714286,279.12074497767856,91020.07142857143,275.42613002232144,0.3624986921037946,169.0,128.0,176.0,17.0,67.0,66.0,1.58
Changzhi,-0.5238316127232143,102314.00535714286,280.7059849330357,89852.28571428571,273.5845005580357,2.212317330496652,47.0,33.0,43.0,10.0,25.0,81.0,0.67
Jincheng,-0.8720119310461957,102474.70380434782,281.24526579483694,91887.39130434782,275.9230850883152,2.4287805971891983,53.0,18.0,55.0,4.0,20.0,95.0,0.66
Jinan,0.7517444241431451,102595.27217741936,283.77105909778226,100824.80645161292,277.7696100050403,2.2198058097593245,84.0,62.0,110.0,12.0,37.0,94.0,0.92
Zibo,0.6907610212053571,102597.49107142857,285.1464611235119,100408.61904761904,276.3543294270833,1.4664560953776042,169.0,128.0,173.0,27.0,65.0,99.0,1.3
Jining,0.316497802734375,102690.5703125,284.0160522460937,101746.28125,279.4747314453125,2.301254272460937,66.0,48.0,60.0,6.0,24.0,87.0,0.82
Dezhou,0.247906024639423,102532.62019230767,284.4154522235577,102208.96153846152,277.90042818509613,2.438836904672476,81.0,60.0,98.0,8.0,29.0,107.0,0.67
Liaocheng,-0.4279197410300926,102555.20138888888,285.0876193576389,102063.25925925926,278.27143012152777,2.9040284333405677,66.0,48.0,76.0,10.0,21.0,92.0,0.52
Binzhou,0.3333288122106481,102557.11805555556,284.8322663483796,102311.96296296296,276.7608687789352,1.8110379819516784,103.0,77.0,127.0,14.0,60.0,84.0,0.98
Heze,-0.0188025272253787,102685.44128787878,284.8488843513257,102069.66666666669,279.36273378314394,2.5432494192412407,53.0,31.0,56.0,5.0,21.0,81.0,0.47
Zhengzhou,-1.2690022786458333,102595.40625,283.4619140625,100277.66666666669,278.6058756510417,2.571640014648437,58.0,41.0,52.0,8.0,25.0,102.0,0.59
Kaifeng,-0.8884335472470238,102678.18154761904,283.8813941592262,101849.04761904762,279.27369326636904,2.300672985258557,69.0,50.0,49.0,6.0,19.0,97.0,0.57
Anyang,-0.4509011973505434,102533.71467391304,284.8174465013587,100134.78260869563,277.7277725883152,3.4320499586022417,106.0,80.0,89.0,5.0,26.0,95.0,0.56
Hebi,-0.3531222873263889,102543.45138888888,285.13774956597223,100585.88888888888,277.7805447048611,3.460922241210937,100.0,75.0,94.0,8.0,30.0,96.0,0.57
Xinxiang,-0.8972056995738636,102593.41477272728,284.1442205255682,100183.45454545454,278.23823686079544,3.0503664883700283,79.0,58.0,92.0,7.0,30.0,105.0,0.54
Jiaozuo,-1.986433919270833,102521.74583333332,283.6974283854167,98911.13333333332,277.56748046875,1.4191253662109375,88.0,65.0,102.0,7.0,26.0,103.0,0.52
Puyang,-0.3937038845486111,102587.61805555556,285.3151584201389,101977.33333333331,278.3191731770833,3.532374064127604,81.0,60.0,47.0,5.0,24.0,88.0,0.63
