,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,0.7965785899060838,103796.17686170212,258.7652941764669,98172.46542553192,242.7510145471451,-3.5249016944398277,21.0,6.0,21.0,4.0,8.0,61.0,0.35
Tianjin,-0.3487951105291193,103677.02840909093,263.0472204034979,103336.33712121211,245.8438364664713,-5.8708579323508525,21.0,9.0,18.0,6.0,7.0,67.0,0.67
Shijiazhuang,-2.937484741210937,103583.54861111112,263.75011359320746,99242.79166666669,252.04761250813803,-0.710479736328125,80.0,35.0,110.0,6.0,11.0,54.0,0.49
Tangshan,0.9479861789279512,103635.75694444444,262.0846405029297,102241.43055555556,245.0287322998047,-5.12125990125868,46.0,18.0,46.0,11.0,13.0,59.0,0.7
Langfang,-1.8887054443359368,103688.25,263.2593475341797,103455.175,245.6090057373047,-5.257354736328125,33.0,15.0,33.0,4.0,8.0,68.0,0.42
Baoding,-1.958124014047476,103658.1346153846,261.7576423058144,98589.56730769233,247.3482184776893,-1.7470632699819713,53.0,22.0,55.0,6.0,10.0,58.0,0.34
Cangzhou,-2.9943450927734374,103566.19375,265.0247283935547,103434.9,248.7673553466797,-6.110821533203125,50.0,18.0,50.0,13.0,5.0,65.0,0.57
Hengshui,-4.022527058919271,103541.36458333331,265.5655161539714,103229.83333333331,248.2122446695964,-4.578033447265625,61.0,18.0,71.0,6.0,6.0,65.0,0.25
Xingtai,-3.1901185006806343,103514.7178030303,265.8107147216797,100730.42803030302,252.0429368452592,-3.379321474017519,69.0,50.0,54.0,11.0,6.0,63.0,0.38
Handan,-2.7375588252626617,103457.57543103448,266.86573896736934,99909.9525862069,255.92710245066675,-3.8255289011988154,64.0,37.0,78.0,10.0,9.0,61.0,0.68
Taiyuan,-1.0041032874065896,103327.38315217392,261.6933573847232,88204.73369565218,251.15908216393512,-1.4912839143172554,75.0,19.0,99.0,17.0,15.0,60.0,0.79
Yangquan,-1.4526912144252233,103476.49107142857,261.50030735560824,91215.625,255.2317177908761,-0.794952392578125,129.0,98.0,142.0,5.0,23.0,25.0,1.17
Changzhi,-2.574956839425224,103182.7017857143,265.04229954310824,89856.26785714286,259.7848148890904,-0.7450360979352678,110.0,83.0,137.0,7.0,20.0,40.0,1.34
Jincheng,-2.1128413988196333,103064.5679347826,267.8276134988536,91879.16847826086,264.1714802617612,0.5552089525305707,211.0,161.0,226.0,3.0,22.0,24.0,1.52
Jinan,-3.198100920646421,103254.63104838708,268.1351854878087,101354.22177419356,259.6479989328692,-5.408832180884577,54.0,29.0,57.0,13.0,14.0,50.0,0.7
Zibo,-3.297371273949033,103240.4375,268.2863471621559,100887.31547619047,261.8616936093285,-5.207061767578125,43.0,27.0,43.0,21.0,18.0,48.0,0.56
Jining,-3.462509155273437,103092.421875,270.4514617919922,102091.15625,263.5821990966797,-4.4952392578125,54.0,38.0,51.0,12.0,8.0,62.0,0.75
Dezhou,-2.842720618614784,103407.08173076923,267.04471412071814,103056.39423076923,251.7917280930739,-5.919088510366587,61.0,6.0,72.0,9.0,8.0,56.0,0.5
Liaocheng,-3.140031037507234,103330.5300925926,268.47839411982784,102800.08796296296,254.62327801739727,-5.538369637948495,57.0,33.0,64.0,7.0,10.0,60.0,0.5
Binzhou,-2.4217874032479747,103383.52083333331,268.1114959716797,103118.42129629628,258.94597767017507,-6.175124556929977,54.0,19.0,57.0,7.0,11.0,67.0,0.9
Heze,-3.3590638131806343,103146.10416666669,270.7482147216797,102493.1856060606,263.58560966722894,-5.100172563032671,54.0,27.0,58.0,10.0,12.0,57.0,0.57
Zhengzhou,-5.1321868896484375,103220.3125,269.998051961263,100755.79166666669,264.503178914388,-3.6931050618489594,70.0,47.0,89.0,12.0,8.0,53.0,0.84
Kaifeng,-3.951296125139509,103168.84226190476,270.80569240025113,102290.22023809524,264.46344212123324,-5.668278285435268,68.0,44.0,85.0,13.0,14.0,60.0,0.67
Anyang,-2.548175977623981,103392.53532608696,268.5035645858101,100808.08152173914,260.41731925632644,-5.060534933338994,55.0,26.0,59.0,11.0,7.0,60.0,0.6
Hebi,-2.778413560655382,103390.04861111112,268.905766805013,101282.01388888888,261.3939666748047,-5.81437513563368,55.0,35.0,59.0,8.0,7.0,57.0,0.43
Xinxiang,-4.153038718483665,103283.82386363635,269.29224881258875,100710.26136363635,262.91420815207744,-4.9622109153053975,67.0,45.0,84.0,10.0,6.0,60.0,0.77
Jiaozuo,-4.762810262044271,103213.72083333334,269.373735555013,99362.99166666668,264.4879770914713,-0.5706034342447917,90.0,67.0,118.0,10.0,17.0,46.0,1.1
Puyang,-2.890121459960937,103294.70138888888,269.6746470133464,102641.29166666669,259.945073445638,-5.345950656467014,57.0,39.0,63.0,14.0,10.0,51.0,0.9
