,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,0.3028947546126995,101169.6675531915,294.93339635970744,96300.4920212766,290.2866158992686,1.0130894437749336,110.0,83.0,110.0,7.0,35.0,108.0,1.24
Tianjin,0.1976734508167613,101108.55681818182,296.0275065104167,100812.96590909093,293.2889959161932,1.7292415734493372,57.0,33.0,64.0,9.0,70.0,30.0,0.69
Shijiazhuang,0.0933464898003472,101150.50694444444,294.9275173611111,97288.26388888888,292.1249186197917,0.6604037814670138,55.0,24.0,59.0,6.0,39.0,29.0,0.89
Tangshan,0.6379428439670138,101147.125,294.82237413194446,99937.45833333331,292.742431640625,1.535620795355903,81.0,60.0,92.0,27.0,47.0,38.0,1.23
Langfang,-0.000946044921875,101098.875,295.783984375,100895.975,292.459033203125,1.836749267578125,64.0,45.0,78.0,17.0,52.0,75.0,1.43
Baoding,0.1856712928185096,101179.9278846154,295.5025165264423,96706.89423076923,291.91043795072113,1.0196744478665865,96.0,72.0,132.0,58.0,67.0,76.0,0.9
Cangzhou,-0.977288818359375,101102.11875,295.690869140625,100986.95,293.139501953125,1.653155517578125,66.0,47.0,81.0,50.0,40.0,40.0,0.73
Hengshui,-1.6678568522135415,101085.71875,295.9259440104167,100811.83333333331,292.2283528645833,0.734893798828125,75.0,48.0,100.0,21.0,69.0,61.0,0.55
Xingtai,-0.1184960567589962,101110.04924242424,294.629424124053,98625.9053030303,291.7072605942235,0.5240450772372159,139.0,106.0,186.0,18.0,72.0,13.0,1.49
Handan,-0.4820293558054956,101105.6422413793,294.5685445851293,97936.42672413791,291.23635338092674,0.1599678828798491,66.0,39.0,81.0,33.0,63.0,57.0,0.62
Taiyuan,-1.3953393023947012,101280.13586956522,290.2347359035326,87637.26630434782,288.97597868546194,0.2729372770889945,110.0,83.0,141.0,15.0,24.0,87.0,0.99
Yangquan,-0.0626438685825892,101299.30357142857,291.08433314732144,90314.94642857143,290.39414760044644,0.0616237095424107,190.0,143.0,232.0,17.0,59.0,41.0,1.46
Changzhi,-0.7704982212611607,101297.475,291.1879603794643,89169.04642857143,289.7945103236607,0.4412275041852678,128.0,97.0,117.0,10.0,29.0,67.0,2.04
Jincheng,-1.4947363811990488,101214.22282608696,292.8078507133152,91001.30978260867,289.73362134850544,-0.0690718941066576,79.0,58.0,97.0,19.0,30.0,41.0,2.0
Jinan,-1.3152967883694555,101087.81854838708,295.9732390372984,99388.00403225806,292.6256379158266,0.878448486328125,151.0,116.0,210.0,34.0,74.0,48.0,1.25
Zibo,-1.0455075218563987,101128.83928571428,295.5010928199405,99019.11309523808,293.1569359188988,0.9633629208519344,74.0,52.0,98.0,37.0,58.0,27.0,1.77
Jining,-0.961212158203125,101067.6796875,295.31103515625,100166.34375,293.04644775390625,1.940338134765625,100.0,70.0,150.0,19.0,42.0,92.0,0.78
Dezhou,-1.7584768442007213,101071.94230769233,296.22562349759613,100761.14423076923,292.6524000901442,0.2697495680588942,61.0,28.0,71.0,14.0,20.0,94.0,0.71
Liaocheng,-1.6386323151765043,101032.7175925926,295.5358253761574,100561.875,291.90709092881946,0.2030289261429398,141.0,108.0,226.0,21.0,77.0,70.0,1.7
Binzhou,-1.4891820836950231,101097.31944444444,295.87993706597223,100860.91203703704,293.6704734519676,1.0485512062355324,52.0,30.0,53.0,15.0,27.0,36.0,1.01
Heze,-0.5978106874408144,101023.45833333331,295.7740737452651,100437.35984848483,292.13168057528407,1.9885337136008523,88.0,63.0,126.0,52.0,35.0,105.0,1.15
Zhengzhou,-0.433807373046875,100990.16666666669,296.7687174479167,98781.5,291.1905110677083,1.3095601399739585,98.0,58.0,146.0,12.0,79.0,68.0,1.43
Kaifeng,-0.3991626557849702,100997.10119047618,296.4587751116072,100208.20833333331,291.9329775855655,2.1235191708519343,104.0,52.0,158.0,11.0,43.0,89.0,1.13
Anyang,-0.7742030931555707,101055.38586956522,296.1530443274456,98749.78804347826,290.7423679517663,0.0047647227411684,63.0,30.0,75.0,15.0,24.0,100.0,1.43
Hebi,-0.5124749077690972,101035.98611111112,297.2419162326389,99159.43055555556,290.4142523871528,-0.7824673122829862,74.0,49.0,98.0,14.0,61.0,36.0,1.14
Xinxiang,-0.949432373046875,101024.23863636365,297.3104137073864,98715.375,290.96797318892044,0.0635958584872159,103.0,77.0,147.0,33.0,86.0,43.0,1.07
Jiaozuo,-1.1405131022135415,101013.69166666668,297.2638346354167,97549.60833333334,291.022021484375,-0.6966166178385417,161.0,123.0,181.0,20.0,41.0,93.0,1.88
Puyang,-1.5161641438802085,101014.30555555556,295.7589518229167,100431.875,291.4970431857639,1.0281338161892362,88.0,40.0,126.0,33.0,57.0,110.0,1.07
