,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,0.2722570541057181,101144.09042553192,283.8236473570479,96213.7194148936,273.67433198969417,0.3530974692486702,65.0,28.0,79.0,4.0,64.0,23.0,0.4
Tianjin,1.53887939453125,101218.09848484848,287.31810783617425,100917.97537878789,274.4735958214962,2.786876331676136,54.0,27.0,57.0,8.0,40.0,63.0,0.83
Shijiazhuang,0.7324557834201388,101096.99652777778,285.8308376736111,97211.99305555556,277.54082573784723,1.1317138671875,85.0,41.0,119.0,30.0,81.0,6.0,0.67
Tangshan,2.928988986545139,101243.11111111112,285.65418836805554,100013.13194444444,275.8945583767361,1.9753011067708333,57.0,31.0,64.0,15.0,33.0,83.0,0.72
Langfang,0.50264892578125,101183.45,287.1849609375,100976.7875,273.240380859375,2.5917724609375,60.0,29.0,69.0,9.0,46.0,51.0,0.75
Baoding,0.6795419546274039,101107.65384615384,284.37608924278845,96613.14903846152,276.194580078125,0.9362699068509616,52.0,25.0,53.0,12.0,31.0,69.0,0.35
Cangzhou,0.49320068359375,101236.753125,287.758544921875,101119.5875,274.24365234375,3.6240478515625,59.0,33.0,68.0,27.0,49.0,53.0,0.6
Hengshui,0.3095499674479167,101187.34895833331,289.44287109375,100908.6875,274.5795084635417,4.513916015625,51.0,15.0,51.0,11.0,21.0,82.0,0.4
Xingtai,0.5647730971827651,101147.10227272728,288.4117394649621,98649.70265151517,276.4737733783144,3.1360122218276514,88.0,37.0,125.0,42.0,72.0,47.0,1.43
Handan,0.7672266466864224,101193.49568965516,287.8570009428879,98003.77370689657,277.3509816136853,2.614312533674569,79.0,28.0,108.0,14.0,26.0,92.0,0.47
Taiyuan,0.4121810249660326,101140.21195652174,283.25936226222825,87439.40489130435,270.8169263756794,1.6992134425951086,133.0,68.0,216.0,31.0,91.0,23.0,0.8
Yangquan,1.4424089704241072,101123.82142857143,283.72328404017856,90102.1875,273.33848353794644,1.1516985212053572,79.0,34.0,107.0,22.0,66.0,32.0,0.83
Changzhi,0.7431483677455357,101282.23214285714,285.14560546875,89075.81607142858,274.1124790736607,2.097722516741072,57.0,30.0,64.0,12.0,22.0,132.0,0.72
Jincheng,-0.8002000891644022,101312.34239130437,287.4826978600544,91019.0570652174,275.8247388756794,1.5219885784646738,117.0,58.0,184.0,22.0,120.0,15.0,1.44
Jinan,-0.9477007465977824,101416.90322580644,287.11184790826616,99683.8004032258,274.59331684727823,3.571474136844758,59.0,23.0,68.0,17.0,41.0,91.0,0.58
Zibo,-0.0660778227306547,101485.16666666669,286.2270972842262,99328.13988095238,273.6956263950893,3.915393647693453,66.0,32.0,81.0,32.0,56.0,59.0,1.73
Jining,-2.30157470703125,101502.60546875,288.3485717773437,100583.71875,277.15838623046875,3.698028564453125,92.0,47.0,133.0,41.0,33.0,79.0,0.65
Dezhou,-0.0185875525841346,101299.0096153846,288.57943960336536,100982.76442307692,274.2490797776442,4.2608642578125,66.0,20.0,81.0,17.0,26.0,78.0,0.73
Liaocheng,-0.7672910337094907,101312.9675925926,289.45849609375,100832.55787037036,275.92582646122685,4.87244556568287,63.0,32.0,75.0,14.0,45.0,72.0,0.8
Binzhou,0.1389951352719907,101359.01388888888,287.1472258391204,101118.7800925926,274.30350296585647,3.8306342230902777,81.0,48.0,112.0,32.0,102.0,12.0,1.85
Heze,-1.038653749408144,101417.30681818182,290.0283351089015,100821.91477272728,277.8705536813447,4.068718187736742,74.0,23.0,97.0,15.0,28.0,106.0,0.77
Zhengzhou,-0.0223592122395833,101295.484375,291.7179361979167,99061.5625,283.4215494791667,2.67333984375,90.0,43.0,130.0,14.0,49.0,88.0,0.71
Kaifeng,0.3727242606026785,101364.46428571428,291.3827892485119,100566.33035714286,282.012683686756,3.6363292875744047,70.0,35.0,90.0,19.0,40.0,71.0,0.67
Anyang,0.9586738918138586,101241.8804347826,289.4199431046196,98915.66576086955,278.4733462126359,3.051327912703804,91.0,47.0,131.0,26.0,57.0,63.0,1.07
Hebi,1.4000990125868056,101242.18055555556,289.47520616319446,99343.85416666669,279.0023600260417,2.8780517578125,81.0,37.0,111.0,44.0,62.0,61.0,0.9
Xinxiang,0.7326382723721591,101296.65340909093,289.94970703125,98964.09659090907,280.17269620028407,2.489734996448864,82.0,45.0,113.0,20.0,108.0,11.0,1.35
Jiaozuo,-0.46737060546875,101268.225,289.94313151041666,97765.9875,280.1535319010417,-0.1434326171875,72.0,48.0,93.0,16.0,41.0,85.0,1.17
Puyang,-0.4803263346354167,101314.5625,290.3157009548611,100721.6875,277.6694607204861,4.393622504340278,76.0,29.0,101.0,17.0,23.0,98.0,0.67
