,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,-0.7066614678565492,101962.7380319149,276.80895736369683,96787.79787234042,269.23213098404256,0.6093399372506649,119.0,90.0,111.0,17.0,56.0,57.0,1.68
Tianjin,-2.399430246064157,101980.8731060606,277.18254320549244,101666.89393939394,271.13174715909093,0.5942142370975378,108.0,81.0,94.0,11.0,56.0,68.0,1.18
Shijiazhuang,-1.3376108805338542,101840.65972222222,279.7278103298611,97813.11111111112,272.4538845486111,-0.7743123372395834,153.0,117.0,178.0,20.0,45.0,93.0,1.46
Tangshan,-2.330205281575521,102041.87847222222,276.35753038194446,100749.52777777778,270.0929361979167,0.3908894856770833,109.0,82.0,129.0,38.0,73.0,38.0,2.17
Langfang,-2.0179656982421874,101940.55625,278.7423828125,101725.5,271.29130859375,-0.00899658203125,130.0,99.0,148.0,39.0,61.0,58.0,1.3
Baoding,-0.7626284085787259,101901.01682692308,278.31050931490387,97214.1153846154,270.48914513221155,-0.2235623873197115,98.0,73.0,127.0,19.0,56.0,61.0,1.32
Cangzhou,-2.201242065429688,101878.534375,279.44287109375,101757.675,273.195458984375,-1.03216552734375,145.0,111.0,152.0,25.0,68.0,51.0,1.1
Hengshui,-2.054936726888021,101809.10416666669,282.4222819010417,101523.625,274.0137532552083,-0.4895222981770833,196.0,147.0,213.0,16.0,50.0,90.0,1.35
Xingtai,-1.579768787730824,101734.1231060606,282.4124792850379,99180.62121212122,275.2700047348485,1.1070279208096592,173.0,131.0,215.0,22.0,63.0,104.0,1.27
Handan,-1.2141486858499462,101693.52801724138,284.1103347252155,98452.0172413793,276.9448410560345,2.049129091460129,215.0,165.0,220.0,17.0,41.0,120.0,1.32
Taiyuan,0.217090772545856,101272.58967391304,283.1611540421196,87500.54347826086,272.8880774456522,2.5646574600883154,222.0,172.0,291.0,121.0,82.0,118.0,1.76
Yangquan,-1.4561004638671875,101626.58928571428,279.71505301339283,90354.07142857143,272.5904017857143,0.0711931501116071,202.0,152.0,221.0,23.0,58.0,73.0,1.42
Changzhi,0.2307856968470982,101572.09821428572,283.33051060267854,89259.58571428571,274.4140625,3.1441702706473214,75.0,55.0,89.0,14.0,15.0,157.0,0.88
Jincheng,-1.045010110606318,101673.1820652174,283.7750297214674,91266.80434782608,276.28549592391306,2.2723680579144023,216.0,166.0,229.0,20.0,33.0,161.0,1.26
Jinan,-0.8292418449155746,101813.9254032258,284.60501197076616,100075.59677419356,277.7149697580645,1.3382154895413307,203.0,153.0,255.0,42.0,96.0,77.0,1.75
Zibo,-0.6889408656529018,101857.20535714286,284.1960797991072,99702.21428571428,277.1220238095238,0.8049868629092262,325.0,275.0,356.0,46.0,99.0,104.0,2.6
Jining,-1.0420379638671875,101835.98046875,286.99566650390625,100917.71875,277.833740234375,2.377044677734375,104.0,74.0,158.0,52.0,46.0,125.0,1.3
Dezhou,-1.540685800405649,101793.625,283.99034705528845,101473.23076923077,276.87560096153845,0.0251981295072115,206.0,156.0,230.0,25.0,54.0,107.0,1.93
Liaocheng,-0.9738956027560765,101746.33101851853,284.746509693287,101263.05555555556,278.9074797453704,2.05072925708912,216.0,166.0,296.0,21.0,58.0,113.0,1.65
Binzhou,-1.7369164360894098,101853.25231481482,282.0299298321759,101610.38888888888,276.23466435185185,-1.1552169234664351,273.0,223.0,276.0,51.0,103.0,52.0,1.93
Heze,-0.4778511740944602,101788.57386363635,287.6604077888257,101191.59090909093,278.7399976325757,2.348061301491477,123.0,93.0,171.0,12.0,51.0,129.0,2.0
Zhengzhou,-1.1350962320963542,101699.94791666669,288.3048502604167,99445.04166666669,279.5631510416667,2.2158406575520835,225.0,175.0,214.0,16.0,78.0,112.0,1.44
Kaifeng,-0.720702398390997,101758.29464285714,288.40590122767856,100954.97619047618,279.5450148809524,2.284153529575893,261.0,211.0,271.0,20.0,65.0,114.0,1.63
Anyang,-0.3962329366932745,101696.77445652174,286.27460512907606,99341.80434782608,278.4185631793478,2.206131644870924,246.0,196.0,231.0,17.0,37.0,127.0,1.53
Hebi,-0.1439259847005208,101695.95138888888,287.1404622395833,99777.05555555556,278.6150173611111,2.403232150607639,183.0,138.0,218.0,18.0,52.0,123.0,1.5
Xinxiang,-0.4371462735262784,101716.33522727272,287.4197887073864,99357.13636363635,278.83132102272725,2.124606045809659,215.0,165.0,224.0,16.0,51.0,153.0,1.6
Jiaozuo,-1.9406707763671875,101673.8625,287.61676432291665,98134.03333333334,278.14479166666666,1.2364786783854167,264.0,214.0,292.0,16.0,50.0,136.0,1.77
Puyang,-0.4959225124782986,101734.96527777778,286.29649522569446,101139.11111111112,279.3899739583333,2.21356201171875,281.0,231.0,250.0,15.0,76.0,98.0,1.98
