,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,1.0674143040433843,102030.0625,291.0380911319814,97056.48138297872,276.5795586768617,2.821620210688165,74.0,54.0,93.0,3.0,28.0,67.0,0.57
Tianjin,2.4029721346768467,102175.82765151517,292.5783839370265,101872.79924242424,281.0548946496212,3.0116318211410986,68.0,49.0,73.0,13.0,23.0,80.0,0.86
Shijiazhuang,0.4773067898220486,102083.29861111112,291.6686469184028,98152.125,281.86181640625,2.595791286892361,65.0,47.0,71.0,11.0,33.0,64.0,1.07
Tangshan,3.4008365207248263,102170.15972222222,291.6547580295139,100931.98611111112,279.7365993923611,2.9766777886284723,59.0,42.0,64.0,9.0,27.0,85.0,0.68
Langfang,1.7847015380859377,102149.35,293.088525390625,101941.275,281.51376953125,2.99156494140625,61.0,44.0,70.0,12.0,26.0,83.0,0.7
Baoding,0.7208944467397836,102068.37019230767,291.1465031550481,97517.47115384616,279.96157602163464,2.7779869666466346,89.0,66.0,95.0,11.0,39.0,59.0,1.1
Cangzhou,2.1149017333984377,102223.9,292.68115234375,102105.75,281.840478515625,3.48206787109375,56.0,39.0,61.0,9.0,21.0,79.0,0.53
Hengshui,1.1959889729817708,102217.13541666669,292.7676595052083,101935.875,282.9644368489583,3.673319498697917,58.0,41.0,49.0,9.0,19.0,67.0,0.75
Xingtai,0.6298305627071497,102182.47916666669,291.9047333688447,99651.58712121211,282.7151692708333,3.6977705522017046,76.0,56.0,81.0,22.0,41.0,55.0,1.88
Handan,0.8601931867928341,102237.19181034484,291.21598026670256,99003.44396551725,282.15473464439657,3.579937112742457,66.0,48.0,67.0,16.0,29.0,55.0,1.52
Taiyuan,3.1578588071076767,102103.91032608696,287.07724397078806,88191.59239130435,276.3484629755435,1.9107267960258152,173.0,131.0,176.0,6.0,35.0,38.0,1.7
Yangquan,3.095094953264509,102074.66964285714,288.8348563058036,90898.80357142857,276.67396763392856,0.7907976422991071,55.0,39.0,56.0,10.0,22.0,81.0,0.73
Changzhi,1.7853711809430803,102249.33392857145,286.7238351004464,89872.06071428572,277.37045200892857,2.306283133370536,68.0,49.0,76.0,9.0,25.0,40.0,1.02
Jincheng,0.7544535761294158,102338.0625,286.4516495414402,91877.46195652174,279.6466966711956,2.2065827742866846,44.0,27.0,44.0,5.0,23.0,44.0,1.08
Jinan,1.5162476570375505,102361.57862903226,291.4976452242944,100613.24596774194,280.280021421371,2.561552970640121,33.0,17.0,33.0,7.0,12.0,101.0,0.42
Zibo,1.4317997523716517,102363.34821428572,291.4522763206845,100199.56547619047,278.60337611607144,1.6255725678943451,35.0,24.0,35.0,12.0,19.0,102.0,0.49
Jining,0.8297576904296875,102450.078125,290.31365966796875,101521.875,281.5209350585937,2.037322998046875,50.0,35.0,44.0,11.0,14.0,101.0,0.44
Dezhou,1.712293184720553,102301.54326923077,292.5048640324519,101981.79807692308,281.4430588942308,3.37652587890625,56.0,37.0,62.0,9.0,20.0,75.0,0.57
Liaocheng,1.0830739339192708,102334.10879629628,291.8852810329861,101848.41203703704,282.2430193865741,3.5259941948784723,42.0,25.0,42.0,10.0,11.0,81.0,0.56
Binzhou,2.04618157280816,102314.63657407407,292.28299515335647,102072.15277777778,280.1708984375,2.8431599934895835,49.0,30.0,49.0,15.0,16.0,99.0,0.63
Heze,1.0325590191465437,102450.8428030303,290.03778261126894,101845.70833333331,281.8811848958333,2.7506824840198862,33.0,22.0,33.0,7.0,12.0,88.0,0.33
Zhengzhou,0.4593353271484375,102423.86458333331,288.52099609375,100138.625,283.24169921875,1.6508585611979167,43.0,27.0,43.0,8.0,27.0,40.0,0.65
Kaifeng,1.1797536214192708,102461.90773809524,289.0481654575893,101645.61309523808,282.5745442708333,2.544889904203869,41.0,29.0,35.0,9.0,15.0,59.0,0.47
Anyang,0.824001809825068,102312.02989130437,290.7711977751359,99950.11413043478,282.5816491168478,3.537467624830163,69.0,50.0,65.0,11.0,28.0,37.0,0.8
Hebi,0.9709862603081596,102323.97916666669,290.7754720052083,100396.04166666669,282.8640407986111,3.619744194878472,78.0,57.0,79.0,17.0,29.0,24.0,1.12
Xinxiang,1.2417505437677556,102385.77840909093,289.66159889914775,100012.96590909093,282.8277698863636,2.8251231800426138,56.0,40.0,53.0,10.0,21.0,37.0,1.12
Jiaozuo,0.6545583089192708,102390.99583333332,288.872998046875,98820.44166666668,282.5650390625,1.5589152018229169,88.0,65.0,83.0,7.0,23.0,28.0,1.1
Puyang,1.121431138780382,102363.95138888888,291.1136881510417,101763.26388888888,282.49565972222223,3.30718994140625,51.0,36.0,31.0,11.0,14.0,58.0,0.63
