,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,-1.6231319346326465,100600.7539893617,296.1985694398271,95755.9760638298,293.1681193899601,0.6205846908244681,67.0,31.0,83.0,2.0,12.0,132.0,0.69
Tianjin,-4.252231482303504,100483.8731060606,296.3003447561553,100188.70075757576,293.38153261126894,-1.03564453125,53.0,26.0,56.0,8.0,12.0,123.0,1.01
Shijiazhuang,-0.8535325792100694,100365.61805555556,298.9087727864583,96555.84722222222,293.3462727864583,-1.520263671875,90.0,60.0,129.0,6.0,22.0,168.0,0.88
Tangshan,-3.5610249837239585,100587.91666666669,294.6381022135417,99379.40277777778,293.00404188368054,-0.9932183159722222,47.0,28.0,47.0,7.0,15.0,109.0,1.09
Langfang,-3.752740478515625,100441.0125,297.688916015625,100238.325,293.505712890625,-0.46298828125,55.0,39.0,57.0,7.0,18.0,123.0,0.35
Baoding,-1.6666940542367787,100473.57692307692,297.6392164963942,96051.43269230767,293.53284630408655,-0.7811748798076923,70.0,51.0,78.0,7.0,15.0,138.0,0.9
Cangzhou,-3.465240478515625,100311.61875,298.550927734375,100197.125,294.698828125,-1.35634765625,59.0,37.0,68.0,10.0,19.0,105.0,0.47
Hengshui,-2.712921142578125,100219.20833333331,301.1961263020833,99948.83333333331,293.4443359375,-0.5665283203125,100.0,75.0,135.0,12.0,20.0,112.0,0.77
Xingtai,0.1161397298177083,100228.19886363635,300.3834413470644,97791.94318181818,290.09211499763256,0.4436996922348485,82.0,38.0,113.0,9.0,24.0,142.0,0.72
Handan,0.8441277865705819,100242.60560344828,300.11699387122843,97137.26293103448,289.7652798356681,1.1961712015086208,56.0,24.0,61.0,10.0,28.0,122.0,0.76
Taiyuan,-1.915733005689538,100504.39945652174,294.4163871433424,87105.60326086957,282.5738472316576,0.5000212296195652,68.0,35.0,86.0,9.0,60.0,93.0,0.76
Yangquan,-1.1889430454799108,100595.79464285714,295.0925990513393,89761.76785714286,290.16507393973217,-0.6237444196428571,105.0,52.0,137.0,11.0,22.0,210.0,1.05
Changzhi,-0.2315630231584821,100524.44821428572,294.73274972098216,88608.66785714286,286.12578822544646,1.6126255580357145,47.0,18.0,47.0,11.0,22.0,151.0,0.5
Jincheng,-2.122297204059103,100466.3125,296.44330630095106,90413.55978260867,287.7334090523098,1.200980808423913,50.0,21.0,50.0,7.0,31.0,124.0,0.54
Jinan,-1.0162107406123992,100281.04637096774,300.25645003780244,98615.44758064517,293.41334582913305,1.7517483618951613,63.0,31.0,76.0,11.0,53.0,109.0,0.66
Zibo,-0.3128502255394345,100313.74107142857,299.6751418340774,98243.60119047618,293.9064243861607,2.0937267485119047,73.0,48.0,96.0,14.0,49.0,84.0,0.66
Jining,-0.629119873046875,100302.3671875,302.31231689453125,99419.53125,292.7113037109375,2.471954345703125,47.0,14.0,47.0,12.0,21.0,117.0,0.6
Dezhou,-1.188122089092548,100208.5528846154,301.66483248197113,99903.93269230767,293.14871920072113,0.6788987379807693,76.0,55.0,101.0,11.0,19.0,123.0,0.72
Liaocheng,-0.5847789623119213,100196.55324074074,302.3702166521991,99735.42129629628,291.53444191261576,2.443196614583333,70.0,19.0,57.0,30.0,18.0,176.0,0.68
Binzhou,-1.884836832682292,100237.22916666669,299.874339916088,100006.16203703704,295.405101634838,-0.02392578125,58.0,41.0,63.0,12.0,16.0,143.0,0.53
Heze,-0.1186495694247159,100256.0928030303,303.511992483428,99681.76136363635,291.36685458096593,3.024251302083333,63.0,24.0,75.0,12.0,21.0,147.0,0.4
Zhengzhou,-0.669464111328125,100205.67708333331,301.7030436197917,98033.75,290.9540201822917,1.5130208333333333,56.0,28.0,61.0,6.0,38.0,126.0,0.62
Kaifeng,-0.8992527553013393,100217.95535714286,303.1600748697917,99444.83928571428,290.83685593377976,2.7862490699404763,66.0,31.0,82.0,7.0,41.0,114.0,0.58
Anyang,0.7054032035495924,100224.32336956522,300.63471255095106,97962.82065217392,290.20224397078806,1.5057107676630437,62.0,25.0,73.0,15.0,36.0,132.0,0.52
Hebi,0.9384053548177084,100206.0625,300.8686252170139,98366.68055555556,290.4679633246528,0.7447374131944444,69.0,31.0,88.0,13.0,31.0,128.0,0.6
Xinxiang,-0.2838217995383523,100233.03977272728,301.70558860085225,97964.625,290.3602849786932,1.1914950284090908,54.0,28.0,57.0,6.0,27.0,132.0,0.69
Jiaozuo,-1.3733784993489584,100238.82916666666,301.8357259114583,96828.99166666668,289.73406575520835,-0.04755859375,53.0,27.0,55.0,7.0,21.0,126.0,0.52
Puyang,-0.5337083604600694,100197.54861111112,302.38262261284723,99627.34722222222,290.75962999131946,2.252821180555556,62.0,33.0,74.0,7.0,38.0,112.0,0.4
