,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,-0.475853128636137,101102.13031914894,293.41956345578456,96217.68085106384,290.18900120511967,-0.3574767417096077,105.0,79.0,102.0,2.0,36.0,50.0,1.07
Tianjin,-2.4195487282492896,100984.375,296.8360336766099,100688.81818181818,293.83480557528407,-0.1643320719401041,81.0,60.0,63.0,12.0,31.0,94.0,1.77
Shijiazhuang,0.1067148844401041,100961.20833333331,296.212158203125,97112.41666666669,291.38604058159723,-0.7025265163845487,69.0,36.0,88.0,14.0,44.0,96.0,1.09
Tangshan,-2.206978691948785,101038.31944444444,295.5438639322917,99828.11111111112,292.2411838107639,-0.7459292941623263,86.0,60.0,121.0,63.0,77.0,74.0,4.43
Langfang,-1.6589263916015624,100974.0,296.883642578125,100770.8,293.704931640625,-0.7519134521484375,88.0,61.0,125.0,6.0,26.0,78.0,1.08
Baoding,-1.0232743483323317,101012.60096153848,295.51436673677887,96553.19230769233,291.39710411658655,-0.8084188608022836,68.0,37.0,85.0,14.0,42.0,67.0,0.57
Cangzhou,-1.3357086181640625,100903.80625,297.972021484375,100788.75,293.695751953125,0.5647613525390625,94.0,70.0,132.0,29.0,36.0,120.0,0.93
Hengshui,0.2571868896484375,100876.27083333331,297.0669759114583,100601.70833333331,292.134521484375,0.4831695556640625,74.0,48.0,98.0,20.0,39.0,51.0,0.63
Xingtai,0.3518764611446496,100932.32954545454,296.3631406841856,98458.84848484848,291.037812204072,-0.3844433408794981,66.0,25.0,81.0,15.0,30.0,132.0,0.95
Handan,0.5036426412648168,100959.125,296.4564335264009,97802.37931034484,289.6415257947198,-0.1793733794113685,79.0,49.0,107.0,19.0,30.0,133.0,0.97
Taiyuan,0.4270769202190896,101230.125,290.74468198029894,87582.78260869565,283.8311926800272,0.4752880594004755,72.0,33.0,94.0,19.0,54.0,24.0,1.03
Yangquan,1.0446101597377233,101125.75,293.20029994419644,90181.14285714286,286.36917550223217,0.4180014474051339,64.0,27.0,78.0,44.0,59.0,34.0,1.1
Changzhi,0.2211168561662946,101174.78928571429,292.87884347098213,89091.85714285714,283.4870326450893,0.0591426304408482,64.0,25.0,78.0,27.0,53.0,41.0,1.46
Jincheng,0.2083269202190896,101137.16847826086,294.2650624150815,90953.95652173914,284.0311756963315,-0.0505271579908288,95.0,44.0,139.0,30.0,59.0,38.0,2.84
Jinan,0.6687686058782762,100953.55241935483,298.1296859248992,99259.06451612904,291.6539267263105,1.2454356531943045,71.0,33.0,92.0,18.0,40.0,101.0,1.05
Zibo,0.8328821091424852,100976.18452380953,298.76461356026783,98878.42857142857,291.6139671688988,0.0981307256789434,84.0,49.0,117.0,38.0,59.0,83.0,1.47
Jining,-0.0145721435546875,100959.4375,298.21337890625,100061.9375,292.3306884765625,0.9719696044921876,64.0,46.0,78.0,13.0,40.0,86.0,1.03
Dezhou,1.1499340350811298,100895.27884615384,298.15762094350964,100584.5,291.72879732572113,1.6274097149188702,65.0,33.0,80.0,20.0,27.0,70.0,0.6
Liaocheng,1.0902399133752894,100900.375,297.9997016059028,100428.5925925926,291.78064416956016,1.9481896294487848,69.0,33.0,87.0,14.0,31.0,86.0,0.53
Binzhou,-0.3381093343098958,100922.44907407407,298.9947102864583,100687.18518518518,293.1900047019676,0.2992095947265625,93.0,69.0,131.0,32.0,61.0,103.0,1.9
Heze,0.170768506599195,100931.73863636365,298.8476932410038,100347.72727272728,292.2531886245265,1.255885731090199,86.0,31.0,121.0,18.0,26.0,93.0,0.63
Zhengzhou,0.6950124104817709,100954.92708333331,298.23828125,98747.25,290.8321940104167,0.6216786702473959,89.0,55.0,128.0,11.0,71.0,39.0,0.82
Kaifeng,0.3508787609281994,100926.77976190476,299.05181594122024,100140.95238095238,292.5891345796131,1.1445406959170388,76.0,35.0,102.0,14.0,31.0,97.0,0.53
Anyang,0.7667083740234375,100933.14673913045,298.29580290421194,98636.39130434782,289.26606020720106,0.7209572170091711,84.0,53.0,117.0,25.0,54.0,64.0,1.3
Hebi,0.9820946587456596,100916.31944444444,299.0448404947917,99044.77777777778,288.5390353732639,1.0234934488932292,67.0,29.0,83.0,22.0,56.0,54.0,1.07
Xinxiang,0.8477186723188921,100940.57954545454,298.74642666903407,98640.36363636365,289.3167835582386,1.340846668590199,65.0,30.0,80.0,49.0,52.0,60.0,0.75
Jiaozuo,0.7734792073567708,100981.70833333331,297.835205078125,97520.2,287.3030110677083,0.3188710530598958,74.0,40.0,97.0,26.0,64.0,41.0,0.9
Puyang,0.9213850233289932,100906.52777777778,298.876220703125,100324.22222222222,291.82386610243054,1.7887929280598958,71.0,36.0,92.0,12.0,33.0,78.0,0.65
