,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,-0.8173756700880984,101604.20611702128,292.8191229637633,96684.74734042551,291.00429064162233,-0.811335137549867,37.0,26.0,37.0,3.0,22.0,38.0,0.62
Tianjin,-3.335518576882102,101512.10037878789,295.3233087713068,101214.02651515152,293.3614316998106,-1.7257949366714016,52.0,29.0,54.0,8.0,19.0,72.0,0.8
Shijiazhuang,-0.3264804416232639,101522.875,293.0639919704861,97622.01388888888,291.51953125,-2.1227010091145835,47.0,33.0,44.0,3.0,9.0,82.0,0.55
Tangshan,-2.2095099555121527,101593.86805555556,294.6009928385417,100373.15277777778,293.00824652777777,-1.5529581705729167,54.0,33.0,58.0,6.0,31.0,53.0,1.15
Langfang,-2.620013427734375,101496.025,295.159814453125,101291.225,293.30048828125,-1.48570556640625,44.0,31.0,42.0,3.0,28.0,30.0,0.53
Baoding,-0.906116192157452,101559.5625,292.725341796875,97054.16346153848,290.98452524038464,-1.4005267803485577,47.0,33.0,45.0,6.0,17.0,66.0,0.43
Cangzhou,-3.866448974609375,101374.1125,295.213916015625,101257.825,293.442578125,-3.24871826171875,26.0,16.0,26.0,3.0,8.0,78.0,0.3
Hengshui,-2.765228271484375,101313.04166666669,294.6178385416667,101036.125,293.6454264322917,-3.848653157552084,26.0,18.0,18.0,7.0,11.0,54.0,0.52
Xingtai,-1.1592342492305872,101344.50946969698,293.3203494910038,98833.9053030303,292.5987067945076,-4.599137739701704,32.0,17.0,26.0,3.0,4.0,103.0,0.33
Handan,-0.9385933711610992,101275.61422413791,293.1984189789871,98075.42672413791,292.63064049030174,-4.939547834725215,30.0,20.0,19.0,4.0,4.0,95.0,0.45
Taiyuan,-0.9231660262398098,101685.16032608696,288.5802798063859,87882.48369565218,286.81736158288044,-1.5600134808084238,33.0,23.0,32.0,4.0,13.0,86.0,0.53
Yangquan,-1.2430812290736608,101665.59821428572,289.65035574776783,90568.01785714286,288.6250697544643,-1.3995448521205358,41.0,29.0,36.0,7.0,16.0,104.0,0.83
Changzhi,-1.691253662109375,101511.74821428572,289.5533970424107,89284.16071428571,289.2407505580357,-2.2534092494419644,28.0,5.0,6.0,9.0,7.0,89.0,0.7
Jincheng,-0.969191841457201,101421.04076086955,290.6817573879076,91125.09239130437,290.53628141983694,-1.588715926460598,18.0,4.0,13.0,4.0,14.0,58.0,1.06
Jinan,-3.0005089544480845,101099.87701612904,295.0359359248992,99393.58467741936,294.86928238407256,-1.9741348758820565,10.0,5.0,6.0,5.0,17.0,32.0,0.82
Zibo,-2.964319138299852,101145.53869047618,295.0331217447917,99030.97023809524,294.8903227306548,-1.1877005440848214,13.0,5.0,6.0,4.0,15.0,40.0,0.73
Jining,-1.164581298828125,100985.84375,296.91632080078125,100084.09375,296.86846923828125,-0.721710205078125,12.0,6.0,12.0,3.0,12.0,38.0,0.78
Dezhou,-4.470174936147837,101148.70673076923,294.701416015625,100835.64423076923,294.18460787259613,-3.636967585637019,21.0,3.0,5.0,3.0,4.0,67.0,0.38
Liaocheng,-2.658701578776041,101060.30324074074,294.7578757957176,100584.61574074074,294.74647352430554,-3.813429090711805,8.0,4.0,6.0,7.0,15.0,24.0,0.73
Binzhou,-5.07345128942419,101202.3125,295.06813331886576,100964.68981481482,293.98482711226853,-3.888515896267361,23.0,3.0,4.0,5.0,3.0,75.0,0.57
Heze,-0.1580801299124053,101001.2518939394,296.5059555516099,100412.54166666669,296.4820519649621,-1.9377089991714016,10.0,5.0,10.0,4.0,14.0,26.0,0.77
Zhengzhou,0.9630025227864584,101203.76041666669,294.2607421875,98970.16666666669,294.1040852864583,-2.0047810872395835,18.0,7.0,11.0,3.0,7.0,56.0,1.0
Kaifeng,0.7111830938430059,101072.55059523808,295.70025344122024,100278.39880952382,295.6718517485119,-2.7197410946800598,18.0,5.0,7.0,4.0,5.0,59.0,0.7
Anyang,0.4314110797384511,101207.70380434782,293.9957859205163,98877.875,293.6485436480978,-4.527319866677989,33.0,15.0,20.0,4.0,8.0,105.0,0.88
Hebi,1.1516282823350694,101221.61805555556,294.20738389756946,99322.76388888888,293.67876519097223,-4.74127197265625,33.0,17.0,17.0,5.0,7.0,107.0,0.98
Xinxiang,0.7269814231178977,101193.77840909093,294.36654385653407,98863.96590909093,294.03324751420456,-3.20416259765625,17.0,7.0,11.0,5.0,11.0,55.0,0.95
Jiaozuo,0.2793192545572917,101251.97916666669,293.6423665364583,97754.075,293.2489908854167,-0.6956339518229167,21.0,14.0,21.0,3.0,12.0,54.0,1.07
Puyang,-0.6334737141927084,101056.84027777778,295.146728515625,100468.59722222222,295.1476236979167,-3.798455132378472,14.0,4.0,3.0,5.0,8.0,46.0,0.42
