,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,-0.9144189712849068,101765.6289893617,292.7582228640293,96813.0319148936,271.52635160405583,1.5604514264045877,39.0,26.0,28.0,2.0,8.0,125.0,0.33
Tianjin,-0.5968082312381628,101800.4981060606,294.62956468986744,101500.4696969697,275.16961854876894,1.4287728974313447,60.0,43.0,47.0,6.0,24.0,142.0,0.67
Shijiazhuang,-1.476843939887153,101780.89583333331,292.1850314670139,97853.08333333331,274.2553439670139,1.818016899956597,56.0,37.0,61.0,8.0,20.0,165.0,0.53
Tangshan,0.3743116590711806,101798.84722222222,293.6698404947917,100572.22222222222,275.0099555121528,1.8157925075954864,56.0,35.0,61.0,16.0,32.0,126.0,0.82
Langfang,-0.611859130859375,101788.4625,295.271044921875,101582.35,274.213916015625,0.936859130859375,52.0,22.0,53.0,3.0,13.0,127.0,0.3
Baoding,-0.781341552734375,101790.6153846154,291.92703951322113,97244.94230769233,273.6885329026442,1.7854356032151442,39.0,23.0,36.0,8.0,12.0,126.0,0.38
Cangzhou,-0.563519287109375,101816.95625,294.20927734375,101699.75,276.5263671875,1.189569091796875,91.0,37.0,56.0,10.0,12.0,193.0,0.63
Hengshui,-0.1504414876302083,101813.45833333331,294.7164713541667,101534.25,276.34375,1.4439798990885415,66.0,38.0,54.0,10.0,16.0,173.0,0.47
Xingtai,-0.8024782122987689,101811.39962121211,292.8085419625947,99281.16666666669,275.84942441998106,2.2826732288707388,63.0,35.0,56.0,18.0,18.0,170.0,0.98
Handan,-1.3363068679283403,101828.38577586209,291.65548390355605,98595.56896551725,275.98904734644395,2.2006909600619613,83.0,35.0,35.0,8.0,15.0,186.0,0.6
Taiyuan,-1.0541740085767664,101644.11141304349,285.6269425101902,87789.54347826086,269.60726265285325,3.2424913489300278,70.0,51.0,90.0,10.0,19.0,170.0,0.79
Yangquan,-3.1472385951450894,101704.6875,287.2986537388393,90563.57142857143,271.23929268973217,1.893995012555804,51.0,28.0,49.0,5.0,17.0,161.0,0.63
Changzhi,-1.1532932826450892,101884.02321428571,283.80364815848213,89471.04285714286,272.894677734375,2.854583740234375,73.0,44.0,95.0,11.0,35.0,125.0,1.0
Jincheng,-1.5928543754245923,101975.29619565218,282.4262801460598,91437.19565217392,275.1177925441576,1.612396240234375,59.0,27.0,67.0,5.0,16.0,161.0,0.6
Jinan,-2.2548719836819555,101832.67943548386,293.0635631930444,100100.95161290324,278.0504111013105,0.3937407462827621,74.0,54.0,78.0,6.0,21.0,163.0,0.75
Zibo,-2.9174673897879466,101839.38988095238,292.9500209263393,99693.73809523808,277.2686360677083,0.0165536063058035,89.0,66.0,88.0,19.0,21.0,170.0,0.6
Jining,-3.03985595703125,101832.3671875,292.3641357421875,100914.125,279.007080078125,0.78680419921875,103.0,77.0,76.0,13.0,14.0,174.0,0.93
Dezhou,-0.9852740948016828,101840.64903846152,293.9915301983173,101523.65384615384,277.9947979266827,0.9808983435997596,76.0,39.0,64.0,8.0,14.0,181.0,0.97
Liaocheng,-1.7213281702112269,101836.65046296296,293.60462782118054,101354.98148148147,278.1630949797454,0.7495490180121528,68.0,48.0,48.0,4.0,10.0,174.0,0.5
Binzhou,-1.789325855396412,101844.4375,293.9462800202546,101603.87037037036,277.2210376880787,0.2656080457899306,89.0,66.0,72.0,21.0,19.0,173.0,0.93
Heze,-3.7019514604048296,101798.36931818182,292.6767948035038,101200.5303030303,278.4410437381629,0.4456407951586174,70.0,47.0,89.0,15.0,26.0,161.0,0.63
Zhengzhou,-2.419809977213541,101811.07291666669,288.93359375,99540.375,277.82275390625,0.461883544921875,66.0,48.0,65.0,7.0,23.0,142.0,0.61
Kaifeng,-3.715876988002232,101762.69940476192,291.1929524739583,100958.11904761904,277.7210170200893,0.9047139485677084,90.0,67.0,74.0,12.0,20.0,137.0,0.65
Anyang,-2.1697480574898096,101818.29619565218,291.4402916949728,99460.19565217392,276.9550038213315,1.332887069038723,70.0,45.0,59.0,8.0,17.0,176.0,0.63
Hebi,-2.122406005859375,101809.88194444444,291.615478515625,99891.61111111112,276.93248155381946,1.2126566569010415,55.0,35.0,53.0,10.0,20.0,164.0,0.6
Xinxiang,-2.710562966086648,101806.07386363635,290.2996937144886,99440.68181818182,277.3643687855114,0.7826732288707386,54.0,34.0,57.0,12.0,19.0,144.0,0.58
Jiaozuo,-2.094736735026041,101865.97083333334,287.45323893229164,98298.5,277.618115234375,-0.1191141764322916,57.0,39.0,64.0,13.0,20.0,135.0,0.63
Puyang,-2.8064337836371527,101811.49305555556,293.287353515625,101216.22222222222,277.9868435329861,0.652923583984375,81.0,60.0,68.0,18.0,17.0,179.0,0.55
