,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,1.3855503163439162,103346.4055851064,272.13586166057183,98018.05984042551,254.93014169246592,-0.7616418067445146,66.0,13.0,82.0,3.0,22.0,62.0,0.33
Tianjin,2.039683486476089,103309.4071969697,274.6236757220644,102988.36931818182,261.5631921941584,1.9478292754202176,64.0,38.0,78.0,22.0,71.0,18.0,0.87
Shijiazhuang,0.3915591769748264,103317.52083333331,275.6481391059028,99163.63194444444,259.56819831000433,1.405183580186632,85.0,63.0,92.0,62.0,58.0,41.0,0.84
Tangshan,2.454954359266493,103257.59027777778,273.0801052517361,101941.13194444444,259.74153815375433,1.813657972547743,100.0,75.0,100.0,31.0,74.0,23.0,1.25
Langfang,1.6935394287109375,103318.45,274.920458984375,103098.1875,260.7463775634766,1.5994110107421875,65.0,33.0,79.0,37.0,65.0,34.0,0.93
Baoding,1.2950944166917069,103344.77403846152,274.44908728966345,98501.12980769233,257.66729853703424,0.5825653076171875,65.0,41.0,80.0,47.0,56.0,39.0,1.17
Cangzhou,1.1928070068359375,103359.775,275.982958984375,103235.0625,260.4068756103516,2.3569793701171875,69.0,45.0,87.0,43.0,53.0,30.0,1.3
Hengshui,0.5801442464192709,103370.36458333331,277.268798828125,103073.8125,259.7724355061849,2.6256561279296875,68.0,49.0,71.0,34.0,43.0,58.0,1.41
Xingtai,-0.4454609264026988,103355.36931818182,276.7480838660038,100683.58143939394,261.4627542206736,1.9627736409505208,101.0,76.0,122.0,90.0,87.0,22.0,1.38
Handan,-1.0428998223666488,103320.9547413793,277.6722875134698,99925.0150862069,262.0736068199421,1.5147447257206357,67.0,45.0,83.0,36.0,62.0,41.0,1.17
Taiyuan,1.7912763512652854,103400.95923913045,270.3084557574728,88714.10054347826,252.62170874554172,-0.5093589451002039,36.0,19.0,36.0,38.0,27.0,43.0,1.32
Yangquan,1.6773005894252233,103313.1875,271.93844168526783,91529.33035714286,252.8800550188337,-0.3854871477399553,64.0,22.0,77.0,72.0,63.0,48.0,0.88
Changzhi,1.899552263532366,103302.9232142857,273.59234793526787,90361.3875,256.157175554548,0.0403778076171875,59.0,35.0,68.0,75.0,36.0,66.0,1.8
Jincheng,1.1866143268087637,103301.69836956522,276.39328931725544,92427.3179347826,259.59962994119394,-0.3734893798828125,92.0,39.0,134.0,138.0,63.0,64.0,2.14
Jinan,0.2322648571383568,103461.42943548386,275.315925844254,101620.67137096774,262.36358396468626,1.823272212859123,118.0,89.0,135.0,52.0,66.0,32.0,1.33
Zibo,1.8410608200799847,103482.69940476192,273.4596470424107,101199.09226190476,261.92088463192897,1.1953815278552828,100.0,75.0,130.0,44.0,59.0,33.0,1.28
Jining,-1.4815521240234375,103465.1640625,276.87872314453125,102494.3125,266.3134307861328,1.2733306884765625,126.0,96.0,150.0,56.0,62.0,54.0,1.23
Dezhou,0.2714691162109375,103413.3221153846,275.604736328125,103077.03365384616,261.5046257605919,2.283624502328726,83.0,61.0,106.0,42.0,50.0,41.0,1.59
Liaocheng,-0.9208232738353588,103420.51157407407,276.7738624855324,102911.33564814816,263.59078583893955,2.066831800672743,75.0,52.0,100.0,33.0,52.0,49.0,1.96
Binzhou,1.3702285201461226,103425.25231481482,274.44023980034723,103169.29861111112,262.0125161630136,2.0613341154875577,75.0,55.0,95.0,21.0,34.0,29.0,2.66
Heze,-1.3488404245087595,103413.45265151517,277.5619451349432,102784.49053030302,267.0309360388554,1.6874717943596118,134.0,102.0,182.0,37.0,60.0,85.0,1.72
Zhengzhou,-0.0260162353515625,103318.70833333331,279.7383626302083,100966.0625,266.67176818847656,2.246587117513021,121.0,92.0,180.0,44.0,65.0,53.0,1.37
Kaifeng,-0.575652349562872,103370.33035714286,279.088367280506,102527.42559523808,267.1238236200241,2.2602066766648066,115.0,87.0,157.0,42.0,61.0,70.0,1.22
Anyang,-0.8877318009086277,103303.88315217392,278.2034965183424,100833.75271739133,264.7051836096722,2.06328881305197,83.0,33.0,116.0,35.0,45.0,54.0,1.53
Hebi,-0.8217926025390625,103290.99305555556,278.2193196614583,101273.29861111112,265.92144266764325,2.3913760715060763,90.0,57.0,129.0,43.0,71.0,38.0,2.21
Xinxiang,-0.2462421764026988,103303.89204545454,278.78335848721593,100836.05113636365,265.33698480779475,1.9094030206853692,141.0,108.0,178.0,73.0,93.0,19.0,1.37
Jiaozuo,0.4903167724609375,103258.50416666668,279.49757486979166,99570.25416666668,264.7943593343099,0.7996225992838542,100.0,75.0,135.0,61.0,72.0,55.0,1.75
Puyang,-1.3603668212890625,103385.3125,278.0976833767361,102757.63194444444,265.24674648708765,1.9187740749782989,185.0,137.0,320.0,139.0,60.0,39.0,1.95
