,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,1.02698208423371,100832.23271276597,292.3520196143617,95946.92420212766,280.9313341505984,2.621421976292387,131.0,100.0,165.0,16.0,52.0,91.0,1.0
Tianjin,3.01701308741714,100946.57007575755,295.3502604166667,100650.5321969697,281.91242749763256,4.772326382723722,69.0,39.0,88.0,7.0,15.0,79.0,0.37
Shijiazhuang,0.3650614420572917,100887.97916666669,294.2146267361111,97025.89583333331,281.7221408420139,3.43495856391059,70.0,41.0,89.0,25.0,32.0,56.0,0.9
Tangshan,2.823638916015625,100965.38888888888,292.86528862847223,99752.95138888888,281.56920030381946,3.589825100368924,102.0,56.0,154.0,37.0,60.0,88.0,1.51
Langfang,2.353619384765625,100908.45,296.11015625,100704.9625,281.991552734375,4.945364379882813,89.0,42.0,128.0,13.0,25.0,110.0,0.78
Baoding,1.1252277080829327,100921.49519230767,293.5010516826923,96442.50480769233,282.0717210036058,3.115338839017428,103.0,55.0,156.0,17.0,20.0,112.0,0.46
Cangzhou,2.873687744140625,101039.94375,294.848388671875,100923.9625,282.668115234375,5.716970825195313,68.0,49.0,79.0,25.0,33.0,108.0,0.94
Hengshui,1.853302001953125,101043.6875,295.1796061197917,100767.39583333331,282.838623046875,6.7156524658203125,73.0,33.0,95.0,20.0,16.0,134.0,0.4
Xingtai,1.3162259188565342,101070.90340909093,294.0543323863636,98574.74431818182,282.7081187855114,5.604594375147964,68.0,49.0,77.0,31.0,39.0,93.0,1.06
Handan,1.4297643201104526,101188.05387931036,293.0090921336207,97993.87284482758,283.28878468480605,4.331884449925916,76.0,53.0,102.0,10.0,20.0,108.0,0.6
Taiyuan,0.989760689113451,100991.5625,287.5422044836956,87347.86684782608,276.8572201936141,2.489679087763247,118.0,69.0,186.0,74.0,71.0,30.0,1.18
Yangquan,1.0689653669084822,100929.25892857143,289.94224330357144,89974.0625,277.1893484933036,1.5921696254185267,98.0,49.0,146.0,40.0,87.0,62.0,1.83
Changzhi,0.9138314383370536,101293.36964285714,287.5635044642857,89047.81964285714,282.15921456473217,2.6715502057756697,72.0,47.0,93.0,20.0,19.0,140.0,1.23
Jincheng,-0.727036185886549,101355.35597826086,287.5931555706522,91010.08423913045,282.71718962296194,2.2193835714588994,78.0,57.0,93.0,43.0,22.0,91.0,0.96
Jinan,1.3023593041204635,101313.70766129032,291.80853074596774,99594.46572580644,282.9466119581653,3.543237993794103,104.0,78.0,120.0,28.0,25.0,127.0,0.7
Zibo,1.3733273460751487,101329.78869047618,291.35909598214283,99199.5625,281.3439243861607,3.1466246105375744,94.0,70.0,134.0,79.0,44.0,97.0,1.53
Jining,0.013214111328125,101408.5703125,291.3658447265625,100497.65625,284.8514404296875,2.7626190185546875,82.0,50.0,113.0,57.0,30.0,132.0,1.03
Dezhou,2.2580589881310096,101192.85096153848,293.8503605769231,100878.48557692308,283.0271747295673,5.040782048152043,84.0,35.0,117.0,15.0,20.0,114.0,1.3
Liaocheng,1.4252918384693287,101268.64583333331,293.01258680555554,100790.82175925926,284.26867223668984,4.222393459743923,68.0,48.0,86.0,16.0,29.0,68.0,1.27
Binzhou,2.9004075792100696,101200.28472222222,293.3684172453704,100961.74768518518,282.41450557002315,3.850286978262442,101.0,75.0,152.0,19.0,24.0,70.0,1.25
Heze,0.6868461840080492,101375.0018939394,291.5793087121212,100781.35037878789,285.58400656960225,2.4173015247691763,80.0,50.0,110.0,19.0,32.0,83.0,1.31
Zhengzhou,0.046661376953125,101344.53125,291.253662109375,99098.14583333331,284.8690592447917,2.198033650716146,81.0,47.0,111.0,17.0,56.0,81.0,1.18
Kaifeng,0.6755966913132441,101366.70535714286,291.7272135416667,100566.84821428572,285.812488374256,2.2130308605375744,88.0,44.0,125.0,40.0,42.0,68.0,0.99
Anyang,1.4083663277004077,101282.11684782608,292.6655910326087,98947.12771739133,284.26015837296194,3.4530792236328125,50.0,25.0,50.0,28.0,27.0,100.0,1.11
Hebi,1.513037787543403,101295.78472222222,292.8782552083333,99391.5625,284.45537651909723,3.18788825141059,54.0,37.0,57.0,19.0,47.0,77.0,0.64
Xinxiang,1.0019947398792617,101343.80113636365,291.7408558238636,98999.74431818182,284.90476296164775,2.319600885564631,61.0,33.0,71.0,21.0,35.0,81.0,0.68
Jiaozuo,-0.593646240234375,101329.97916666669,290.993359375,97808.62916666668,284.29396158854166,1.9185740152994792,81.0,58.0,111.0,29.0,36.0,84.0,0.83
Puyang,1.3039449055989585,101313.40972222222,292.5706380208333,100722.17361111112,285.0820041232639,3.2582550048828125,65.0,22.0,79.0,10.0,23.0,90.0,0.5
