,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,0.7246840456698803,102583.14627659574,267.6760981133644,97310.91888297872,260.60790041659743,0.6972617291389628,161.0,123.0,154.0,16.0,89.0,3.0,1.86
Tianjin,1.679891875295928,102685.64015151517,271.60140713778407,102364.11553030302,265.7488301595052,2.50503632516572,110.0,83.0,108.0,24.0,83.0,7.0,1.45
Shijiazhuang,0.9016825358072916,102620.95833333331,268.75322808159723,98500.36805555556,263.08373684353296,0.8227471245659722,222.0,172.0,246.0,48.0,102.0,4.0,2.23
Tangshan,2.430138481987848,102694.07638888888,271.6625162760417,101379.0625,265.46253458658856,1.9058091905381944,104.0,78.0,134.0,32.0,89.0,9.0,1.77
Langfang,0.995074462890625,102660.15,270.653173828125,102439.0125,265.3275085449219,2.48323974609375,151.0,116.0,195.0,29.0,84.0,4.0,1.55
Baoding,1.1822251539963942,102611.15384615384,268.1405686598558,97827.96634615384,262.48870145357574,0.6587242713341346,224.0,174.0,245.0,75.0,103.0,11.0,2.88
Cangzhou,1.018780517578125,102742.13125,272.06396484375,102616.9875,266.1361022949219,3.05262451171875,163.0,124.0,166.0,50.0,83.0,7.0,1.57
Hengshui,0.476959228515625,102721.71875,272.065185546875,102423.6875,267.28480021158856,3.3631388346354165,166.0,126.0,194.0,27.0,56.0,40.0,1.25
Xingtai,0.7926700476444128,102666.07196969698,271.5071836529356,100027.08522727272,265.1476227731416,2.5867716471354165,217.0,167.0,256.0,50.0,88.0,7.0,2.43
Handan,1.020550958041487,102710.49568965516,272.0177717537716,99338.36422413791,265.5800981192753,2.251429064520474,230.0,180.0,236.0,26.0,73.0,7.0,1.8
Taiyuan,1.5945925505264946,102648.5054347826,267.24495796535325,88145.8125,258.03964764138925,0.8426168690557065,154.0,118.0,218.0,115.0,86.0,6.0,2.0
Yangquan,1.9610552106584824,102566.35714285714,267.25742885044644,90920.59821428572,258.0492858886719,1.0012991768973214,85.0,63.0,110.0,112.0,67.0,19.0,1.24
Changzhi,1.4406171526227678,102745.96071428571,269.38906947544643,89874.92678571428,260.7413896833147,1.5855067661830358,99.0,74.0,129.0,48.0,49.0,49.0,1.48
Jincheng,0.5691170070482336,102839.9945652174,271.43050484035325,91963.9429347826,263.8884078316067,0.3024079695991847,129.0,90.0,208.0,92.0,102.0,11.0,2.96
Jinan,-0.0721051616053427,102922.05241935483,273.529777280746,101083.87701612904,266.6727422898816,2.866457047001008,207.0,157.0,243.0,44.0,71.0,27.0,1.51
Zibo,0.4902358282180059,102965.04166666669,273.1791178385417,100685.28869047618,264.91958908807663,2.7674357096354165,146.0,112.0,197.0,54.0,77.0,21.0,2.38
Jining,-0.920654296875,102980.3203125,275.67822265625,102008.96875,270.5836486816406,2.44024658203125,230.0,180.0,242.0,36.0,86.0,16.0,1.6
Dezhou,0.501861572265625,102824.25,273.49532376802887,102487.00480769233,266.4125671386719,3.400611290564904,203.0,153.0,214.0,19.0,78.0,9.0,1.67
Liaocheng,-0.0193334508825231,102840.06944444444,274.33109989872685,102329.4050925926,269.1571056224682,3.544490107783565,236.0,186.0,296.0,18.0,83.0,12.0,1.6
Binzhou,0.6995250560619213,102865.11574074074,273.3061433015046,102609.96064814816,263.4565124511719,2.9743584526909723,126.0,96.0,177.0,76.0,106.0,5.0,1.93
Heze,-0.1684746019767992,102930.1856060606,276.4115397135417,102300.26704545454,271.69887750799006,2.533563787286932,208.0,158.0,261.0,18.0,67.0,42.0,2.23
Zhengzhou,0.284942626953125,102882.1875,275.150634765625,100510.72916666669,271.2592468261719,1.69390869140625,225.0,175.0,207.0,25.0,79.0,21.0,1.41
Kaifeng,0.2564188639322917,102914.47023809524,276.2962123325893,102068.86011904762,272.3114231654576,2.287013462611607,238.0,188.0,210.0,21.0,63.0,27.0,1.65
Anyang,1.1301309336786685,102774.69021739133,273.9029063349185,100312.72554347826,267.7913460109545,2.67205810546875,213.0,163.0,229.0,26.0,89.0,6.0,2.6
Hebi,1.3634067111545138,102786.01388888888,274.2533365885417,100768.47916666669,268.2353752983941,2.746493869357639,170.0,129.0,211.0,19.0,97.0,14.0,1.9
Xinxiang,1.1738697398792617,102848.07954545454,274.722412109375,100379.26704545454,269.09536188299006,1.9435868696732956,179.0,135.0,211.0,27.0,102.0,6.0,1.88
Jiaozuo,0.495806884765625,102857.675,273.80333658854164,99145.34583333334,267.8197937011719,-0.0682413736979166,154.0,118.0,188.0,23.0,74.0,11.0,2.6
Puyang,0.2056918674045139,102850.86111111112,275.12627495659723,102221.36805555556,270.0866122775608,3.3470255533854165,200.0,150.0,194.0,24.0,48.0,44.0,1.68
