,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,0.8803571335812832,102042.90026595745,268.760498046875,96818.7460106383,264.5772266793758,-0.8635461685505319,310.0,260.0,322.0,22.0,119.0,6.0,4.51
Tianjin,1.7468904437440815,102056.41477272728,272.93426698626894,101737.9678030303,269.7132452762488,1.022394353693182,213.0,163.0,151.0,48.0,76.0,4.0,2.43
Shijiazhuang,3.40329827202691,102144.70138888888,275.1888834635417,98037.99305555556,262.7432030571832,-0.6411946614583334,319.0,269.0,367.0,98.0,83.0,7.0,4.5
Tangshan,2.0980411105685763,102035.00347222222,273.25377061631946,100730.49305555556,270.14033847384985,0.8452962239583334,252.0,202.0,256.0,79.0,93.0,5.0,2.45
Langfang,1.1871795654296875,102053.23125,271.979931640625,101833.8375,269.55223083496094,0.53046875,311.0,261.0,351.0,53.0,87.0,2.0,4.93
Baoding,1.759802011343149,102082.90625,271.2924616887019,97322.12980769233,264.8964315561148,-0.6751615084134616,463.0,444.0,523.0,62.0,104.0,8.0,5.3
Cangzhou,2.239498901367188,102098.828125,275.06318359375,101974.6625,269.5210296630859,2.26259765625,133.0,101.0,140.0,43.0,65.0,15.0,1.47
Hengshui,2.2057342529296875,102135.77083333331,275.3231608072917,101841.3125,269.3629404703776,1.7182210286458333,173.0,131.0,220.0,30.0,41.0,23.0,1.25
Xingtai,2.775269941850142,102194.60037878789,275.5637650923296,99557.05871212122,265.8819242535216,0.3248919862689394,214.0,164.0,241.0,75.0,69.0,6.0,4.05
Handan,2.46576085583917,102265.9073275862,275.9286014951509,98902.1099137931,266.3352655871161,0.3817601697198275,189.0,142.0,232.0,49.0,69.0,2.0,2.25
Taiyuan,3.793125981869905,102612.47554347826,270.3297915251359,87972.28532608696,260.2959044083305,-0.4561289911684782,110.0,50.0,169.0,32.0,22.0,51.0,0.66
Yangquan,5.121296473911831,102354.64285714286,272.879638671875,90634.00892857143,259.50089154924666,-0.3872419084821428,110.0,39.0,169.0,18.0,18.0,74.0,0.72
Changzhi,3.264865112304688,102565.0625,272.6473842075893,89643.99464285714,261.7740221296038,-1.2799037388392858,197.0,148.0,196.0,130.0,67.0,23.0,2.52
Jincheng,3.214916063391644,102594.73641304349,273.99258024796194,91713.54619565218,264.23153620180875,-2.672925866168478,134.0,102.0,118.0,75.0,51.0,33.0,1.4
Jinan,1.2448676324659778,102293.37298387096,275.3782525831653,100459.45362903226,268.440682195848,2.7132765246975805,108.0,81.0,128.0,52.0,64.0,25.0,1.17
Zibo,1.6735890706380208,102279.18154761904,275.4547874813988,100009.55654761904,267.1048257010324,2.1746070498511907,131.0,100.0,129.0,90.0,68.0,8.0,2.02
Jining,0.5759735107421875,102417.703125,275.80645751953125,101445.96875,270.6655731201172,2.325408935546875,90.0,67.0,73.0,31.0,50.0,20.0,0.8
Dezhou,2.1320601243239183,102197.36057692308,276.0684157151442,101861.74519230767,269.14477891188403,3.213923527644231,125.0,95.0,145.0,29.0,38.0,23.0,1.4
Liaocheng,1.3529510498046875,102278.7199074074,276.08956344039353,101769.64120370372,270.60586943449795,2.7636809172453702,124.0,94.0,153.0,23.0,40.0,42.0,0.9
Binzhou,2.0553526701750577,102183.80324074074,276.3097601996528,101929.64120370372,267.7790465178313,2.5486201533564814,164.0,125.0,173.0,69.0,81.0,5.0,2.47
Heze,1.1602723092743843,102381.30871212122,276.7719208688447,101750.42234848483,271.64204499215793,2.503869258996212,109.0,82.0,119.0,29.0,29.0,33.0,1.3
Zhengzhou,4.493820190429688,102485.59895833331,278.1219075520833,100121.72916666669,272.5548350016276,-0.3977864583333333,96.0,72.0,94.0,48.0,50.0,26.0,1.29
Kaifeng,2.6881910051618303,102397.33630952382,277.494128999256,101553.03273809524,272.265632992699,1.0949009486607142,129.0,98.0,126.0,34.0,55.0,4.0,1.6
Anyang,2.110126661217731,102299.42119565218,276.3201108186141,99855.28532608696,269.78562927246094,0.5607273267663043,193.0,145.0,194.0,70.0,71.0,7.0,3.3
Hebi,1.9810977511935763,102293.29861111112,276.1962619357639,100308.38194444444,271.207287258572,0.309326171875,204.0,154.0,248.0,71.0,67.0,10.0,3.17
Xinxiang,2.9879830100319604,102349.83522727272,277.2987615411932,99896.75568181818,270.7336051247337,0.3047984730113636,125.0,95.0,146.0,31.0,76.0,4.0,1.75
Jiaozuo,3.444943237304688,102484.15416666666,277.42755533854165,98789.9375,269.81687927246094,-0.371337890625,103.0,77.0,106.0,60.0,53.0,18.0,1.67
Puyang,1.4706268310546875,102312.59722222222,276.73467339409723,101685.10416666669,271.59943135579425,2.0374620225694446,134.0,102.0,130.0,22.0,44.0,14.0,1.47
