,10 metre U wind component,Mean sea level pressure,2 metre temperature,Surface pressure,2 metre dewpoint temperature,10 metre V wind component,AQI,PM2.5,PM10,SO2,NO2,O3,CO
Beijing,-0.1700731642702792,102161.4680851064,272.5971108294548,97000.54122340426,268.91800511136967,-0.2408005734707446,150.0,115.0,180.0,16.0,80.0,3.0,2.88
Tianjin,2.311937736742424e-05,102188.65909090907,277.39797141335225,101875.28977272728,273.9053104285038,2.2873239228219697,66.0,48.0,75.0,35.0,65.0,4.0,1.56
Shijiazhuang,0.830841064453125,102087.02083333331,276.357666015625,98068.22916666669,272.07603624131946,0.3962131076388889,245.0,195.0,327.0,82.0,116.0,5.0,2.65
Tangshan,0.740997314453125,102229.71527777778,277.686279296875,100943.92361111112,274.8183322482639,2.436306423611111,79.0,58.0,93.0,38.0,69.0,4.0,1.95
Langfang,-0.721063232421875,102159.775,276.031005859375,101944.7125,272.081689453125,1.43798828125,78.0,57.0,93.0,12.0,71.0,5.0,2.2
Baoding,0.2350440392127404,102084.75,274.49866661658655,97424.87019230767,269.4892014723558,-0.114990234375,231.0,181.0,285.0,50.0,103.0,6.0,3.45
Cangzhou,0.701617431640625,102206.95625,279.093212890625,102085.6625,273.386083984375,2.8810546875,125.0,95.0,164.0,58.0,71.0,6.0,1.33
Hengshui,0.829376220703125,102174.625,280.6578776041667,101885.8125,274.24169921875,3.321736653645833,159.0,113.0,268.0,48.0,92.0,9.0,2.05
Xingtai,0.6570721250591856,102131.39393939394,280.37565843986744,99552.44128787878,274.0730424360796,2.589614405776515,151.0,116.0,221.0,131.0,85.0,8.0,3.65
Handan,0.3949574437634698,102161.8448275862,280.6826929552802,98869.18318965516,274.83739392510773,2.1201929552801726,117.0,72.0,184.0,123.0,93.0,4.0,2.13
Taiyuan,0.6653774095618207,101990.60869565218,276.0109438688859,87897.47554347826,272.3262461786685,1.2586510699728262,238.0,188.0,335.0,126.0,75.0,15.0,2.53
Yangquan,1.1536647251674108,102020.58928571428,275.66026088169644,90650.5625,272.557861328125,1.0316336495535714,261.0,211.0,345.0,62.0,89.0,11.0,2.67
Changzhi,0.4873142787388393,102170.45714285714,277.95894949776783,89571.1625,274.1824428013393,1.4153669084821427,108.0,81.0,127.0,63.0,42.0,68.0,1.44
Jincheng,-0.4797907290251358,102197.3695652174,279.6560695482337,91554.12771739133,274.209228515625,0.807266898777174,108.0,81.0,126.0,36.0,31.0,87.0,1.86
Jinan,-0.3516816169984879,102358.64516129032,279.62335401965726,100563.43346774194,275.2666881930444,2.8944918724798385,74.0,39.0,98.0,22.0,61.0,17.0,0.96
Zibo,0.0754002162388392,102407.28571428572,278.50433640252976,100179.51488095238,274.777587890625,2.8339029947916665,71.0,48.0,92.0,36.0,43.0,20.0,1.34
Jining,-2.11993408203125,102374.296875,281.09521484375,101424.28125,277.03955078125,2.473968505859375,59.0,32.0,67.0,31.0,35.0,31.0,0.5
Dezhou,0.7119633601262019,102269.8846153846,281.06800255408655,101942.1778846154,275.2509953425481,3.662841796875,141.0,108.0,226.0,33.0,76.0,10.0,1.57
Liaocheng,-0.4888927318431713,102272.63888888888,281.99004448784723,101775.59953703704,276.6507794415509,3.740876374421296,95.0,56.0,140.0,46.0,47.0,21.0,1.0
Binzhou,0.336700439453125,102322.32407407407,279.3893500434028,102073.41435185184,274.373363353588,2.9369484230324074,118.0,89.0,166.0,57.0,74.0,5.0,1.53
Heze,-1.909245346531724,102280.86363636365,282.1680353338068,101665.5928030303,277.50876686789775,2.301114169034091,100.0,66.0,149.0,46.0,54.0,31.0,1.17
Zhengzhou,-1.3801371256510415,102148.03125,282.6787109375,99842.5625,277.5594075520833,0.2967529296875,141.0,108.0,211.0,35.0,90.0,6.0,1.55
Kaifeng,-1.970637730189732,102187.70238095238,283.1686779203869,101363.03869047618,277.7858654203869,1.5906924293154765,64.0,37.0,77.0,19.0,27.0,51.0,0.9
Anyang,-0.0032282290251358,102185.93478260867,281.6984438688859,99784.73641304349,275.3265858525815,2.1869798743206523,148.0,113.0,236.0,106.0,106.0,5.0,1.9
Hebi,0.2306891547309028,102181.25,281.873291015625,100222.67361111112,274.7836642795139,2.121554904513889,136.0,104.0,218.0,41.0,75.0,12.0,2.37
Xinxiang,-0.5057622736150568,102192.73863636365,281.7393243963068,99786.15340909093,276.1123712713068,1.1494362571022727,141.0,106.0,231.0,32.0,106.0,5.0,2.15
Jiaozuo,-0.5518412272135417,102174.93333333332,281.8173014322917,98555.09583333334,275.863525390625,-0.7050944010416667,143.0,109.0,182.0,45.0,70.0,23.0,1.9
Puyang,-1.0579393174913194,102254.97222222222,282.3511555989583,101641.95138888888,277.1060384114583,2.9460991753472223,101.0,74.0,151.0,22.0,51.0,28.0,1.03
